Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,3.0,1570.0,0.7098994867879782,0.11143164389394572
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,4.0,1705.0,0.7144515635360547,0.1090820381611646
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,5.0,1647.0,0.692149978097146,0.11321497340826556
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,6.0,1644.0,0.6978349220185613,0.11381663883831493
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,7.0,1611.0,0.7090083104538882,0.10987036774604232
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,8.0,1657.0,0.6974001385946105,0.11334339717573333
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,MFF,9.0,1621.0,0.6954301175244462,0.10962031147436176
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,0.0,1776.0,0.6754238763875109,0.10983118580784726
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,1.0,1821.0,0.7082862883021461,0.10467072099404903
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,2.0,1700.0,0.7356555164404522,0.1044920032490178
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,3.0,1713.0,0.7488859537848813,0.10116535281525554
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,4.0,1860.0,0.7467005260239158,0.10060965645052364
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,5.0,1797.0,0.7385804369488355,0.1027194005236801
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,6.0,1794.0,0.7234300712794587,0.10434308439301104
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,7.0,1758.0,0.7441366594002069,0.10174338391033012
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,8.0,1808.0,0.7224798777525141,0.10627067669807284
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,MFF,9.0,1768.0,0.7084171153667607,0.1044782382243566
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,0.0,1924.0,0.7155018279737477,0.1008935927108465
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,1.0,1973.0,0.7406042808667195,0.09751079973905233
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,2.0,1842.0,0.7356341837275109,0.10228783967555873
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,3.0,1856.0,0.7728166718818691,0.09557847538902857
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,4.0,2015.0,0.760105373949129,0.09580581530263572
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,5.0,1947.0,0.758683761593979,0.09850606992329794
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,6.0,1943.0,0.7704352301600941,0.09344768538971847
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,7.0,1904.0,0.7612112135048386,0.0953938322780726
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,8.0,1959.0,0.7610277802891738,0.09666437376014936
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,MFF,9.0,1916.0,0.7346064322993482,0.09882300945454227
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,0.0,2072.0,0.740354466979153,0.09730727091895502
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,1.0,2125.0,0.7561187975267492,0.09510548249145152
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,2.0,1983.0,0.7657867796253357,0.09520687644272596
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,3.0,1999.0,0.7941146555118324,0.08972912680984639
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,4.0,2170.0,0.7905248529583787,0.0895495870581767
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,5.0,2097.0,0.7934082537732181,0.08976947995250455
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,6.0,2093.0,0.79009864410539,0.0916443882575436
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,7.0,2051.0,0.7844326855477958,0.0902837621646162
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,8.0,2109.0,0.7697598740181427,0.094420205110767
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,MFF,9.0,2063.0,0.7606887692700153,0.09409795580572176
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,0.0,2220.0,0.7508212544260073,0.09536316360217817
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,1.0,2277.0,0.7798736806760969,0.08892691761781789
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,2.0,2125.0,0.772208784634349,0.09415083019108174
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,3.0,2142.0,0.8040201475872436,0.08732249524818332
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,4.0,2325.0,0.8083678438419453,0.08593229171503759
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,5.0,2247.0,0.792588074387767,0.08898021855550586
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,6.0,2242.0,0.7945547020919426,0.08693827470619063
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,7.0,2197.0,0.8006370751524062,0.0858604431399261
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,8.0,2260.0,0.7854093141899615,0.08937352679981722
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,MFF,9.0,2211.0,0.7730103478932435,0.09171491100790714
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,0.0,2368.0,0.7629731892905949,0.0927793403749711
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,1.0,2428.0,0.7817580569688398,0.08883403840840083
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,2.0,2267.0,0.7915743668654851,0.08961039979888663
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,3.0,2284.0,0.8015884213764973,0.08680189973498306
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,4.0,2480.0,0.8038013462998397,0.08646172470743313
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,5.0,2396.0,0.8079555191524774,0.08486743703835413
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,6.0,2392.0,0.8148012457627076,0.0836495944921879
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,7.0,2344.0,0.8081827956335867,0.0855084451251384
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,8.0,2411.0,0.7993334497070169,0.08703877238657569
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,MFF,9.0,2358.0,0.7690987023616456,0.09113685286764543
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,0.0,2516.0,0.7783220312178736,0.09041715720655624
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,1.0,2580.0,0.7923333739887974,0.08591278627236637
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,2.0,2408.0,0.7871644746832502,0.08980473640328224
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,3.0,2427.0,0.8155729706586562,0.0843245869797695
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,4.0,2635.0,0.8000926265923117,0.08618059230970113
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,5.0,2546.0,0.8186547942099235,0.0847582877040362
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,6.0,2541.0,0.8153911527454685,0.08224141183618733
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,7.0,2490.0,0.8108654053198342,0.08415327133285963
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,8.0,2561.0,0.7896183946947071,0.0884449222587778
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,MFF,9.0,2505.0,0.7845445485920257,0.08844677677494875
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,0.0,2664.0,0.7653984311465458,0.091113232614483
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,1.0,2732.0,0.8011945091317543,0.08472630277981494
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,2.0,2550.0,0.7910642378456167,0.08851014571536188
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,3.0,2570.0,0.8179406601699629,0.08324979142308518
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,4.0,2790.0,0.8144846188091093,0.08194132840486189
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,5.0,2696.0,0.8249616071336188,0.08141859161099728
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,6.0,2691.0,0.8161488170084765,0.08255683046921733
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,7.0,2637.0,0.8296869131177129,0.0803396986902328
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,8.0,2712.0,0.8128318587219721,0.08340245181035386
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,MFF,9.0,2653.0,0.8059874374189403,0.08458158769056548
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,0.0,2812.0,0.7917662005757746,0.08628933148695883
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,1.0,2884.0,0.8130200277891311,0.0815430692578462
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,2.0,2692.0,0.8063427001412349,0.08609304009132861
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,3.0,2713.0,0.8243236861796399,0.08122659910731639
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,4.0,2945.0,0.8189854753577457,0.08239612681919464
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,5.0,2846.0,0.8216119757998829,0.08194522419008897
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,6.0,2840.0,0.8217415261801173,0.08134586953259428
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,7.0,2783.0,0.831375500477879,0.07898174853957284
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,8.0,2863.0,0.8205953144466052,0.08179942186237196
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,MFF,9.0,2800.0,0.7988185054949795,0.08510359172845577
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,0.0,2960.0,0.7990737640422343,0.08480201138176073
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,1.0,3036.0,0.8105372393735432,0.08229321245073952
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,2.0,2834.0,0.8077422420001658,0.08513026045691667
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,3.0,2856.0,0.8359025045935307,0.07942465875616893
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,4.0,3100.0,0.8190339999605765,0.08131390726910477
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,5.0,2996.0,0.8376717332959491,0.07928231853096236
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,6.0,2990.0,0.8242399901668096,0.08062553984005412
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,7.0,2930.0,0.8232485721330749,0.07976246288521238
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,8.0,3014.0,0.8260867204314128,0.08027298777678676
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,MFF,9.0,2948.0,0.8154043871080006,0.08230511985743001
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,0.0,1480.0,0.5177433551214311,0.1394663704883924
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,1.0,1518.0,0.5281348600748124,0.13569497903757338
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,2.0,1417.0,0.5704402398677164,0.1347386340669937
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,3.0,1428.0,0.6105017497958396,0.1302563407925476
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,4.0,1550.0,0.5890789050931602,0.13133691800506805
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,5.0,1498.0,0.5569028056159548,0.13621590981218196
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,6.0,1495.0,0.5767431195476801,0.1374800441242037
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,7.0,1465.0,0.5919311350825203,0.12808613069200614
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,8.0,1507.0,0.5812380318949244,0.13112570308853902
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.0,OHE,9.0,1474.0,0.476344584837265,0.14155146673331515
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,0.0,1628.0,0.6242448904844848,0.11749953377721642
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,1.0,1669.0,0.5932508682750218,0.12101348004699253
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,2.0,1558.0,0.6363805666753991,0.1209294222547643
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,3.0,1570.0,0.6889610801424848,0.11183373995821316
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,4.0,1705.0,0.6666602601679703,0.1123942265341961
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,5.0,1647.0,0.636459859012239,0.11744131091594236
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,6.0,1644.0,0.6761970177885104,0.11558769298984033
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,7.0,1611.0,0.6913061132553917,0.11005271190385754
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,8.0,1657.0,0.6683015697651172,0.11391908944266195
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.1,OHE,9.0,1621.0,0.6539075369073759,0.11294152953380054
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,0.0,1776.0,0.6295597345271726,0.11540824216411945
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,1.0,1821.0,0.636853832944899,0.11300429126066887
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,2.0,1700.0,0.7007488005518274,0.1101660875554945
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,3.0,1713.0,0.7198753786474532,0.10393355405447928
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,4.0,1860.0,0.6966069211437946,0.10486668490276484
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,5.0,1797.0,0.6949582653437258,0.10739764434489177
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,6.0,1794.0,0.7102527149239994,0.10427157932853012
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,7.0,1758.0,0.7162239737734282,0.10200138173057094
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,8.0,1808.0,0.7071603276894486,0.10651542030080872
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.2,OHE,9.0,1768.0,0.6783643367204969,0.1076401483973251
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,0.0,1924.0,0.6808938671062161,0.10702722510547487
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,1.0,1973.0,0.6951499771394557,0.1050106951992306
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,2.0,1842.0,0.7146028993961229,0.1061095635324062
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,3.0,1856.0,0.7537560608283534,0.09807509231354726
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,4.0,2015.0,0.7311423629362668,0.09957343366416284
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,5.0,1947.0,0.7121092873949595,0.10317161606686258
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,6.0,1943.0,0.7567267119708878,0.09553303005297137
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,7.0,1904.0,0.7167852997655997,0.10050497875287948
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,8.0,1959.0,0.7502484107969433,0.09694459105674938
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.3,OHE,9.0,1916.0,0.6958378212430789,0.10299561323722324
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,0.0,2072.0,0.7090073824354128,0.1026033082675308
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,1.0,2125.0,0.7056310094399492,0.10185302414038258
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,2.0,1983.0,0.7404554792795721,0.09973992367125087
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,3.0,1999.0,0.7649287103284591,0.09403296645304884
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,4.0,2170.0,0.7660189037182157,0.093148167057525
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,5.0,2097.0,0.7509583054787881,0.09673566486956232
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,6.0,2093.0,0.7672560309839115,0.09534213049678593
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,7.0,2051.0,0.7651800882946203,0.09189065819752128
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,8.0,2109.0,0.765197167096255,0.09439972002018407
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.4,OHE,9.0,2063.0,0.7259971755169072,0.09806554749136888
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,0.0,2220.0,0.7063970027699273,0.1017421326695251
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,1.0,2277.0,0.7428310704521455,0.0947675546805916
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,2.0,2125.0,0.7405779138819903,0.09988602994782386
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,3.0,2142.0,0.7946942437744002,0.08940697994815337
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,4.0,2325.0,0.7786159572084133,0.0916534788569549
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,5.0,2247.0,0.7452658567489286,0.09845036286251037
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,6.0,2242.0,0.780435844514592,0.09054057947124264
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,7.0,2197.0,0.7762746583608989,0.09066011258397608
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,8.0,2260.0,0.7712223136012791,0.09165862604437022
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.5,OHE,9.0,2211.0,0.7482236634241941,0.09594177160113508
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,0.0,2368.0,0.7403591003359129,0.09651118505350946
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,1.0,2428.0,0.7540118738695724,0.09407555518546536
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,2.0,2267.0,0.7665052005887371,0.09463652656897464
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,3.0,2284.0,0.7922013964030945,0.08961947590022415
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,4.0,2480.0,0.776732360480471,0.09114401489066452
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,5.0,2396.0,0.7734526978461123,0.09307241277160004
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,6.0,2392.0,0.7740395016985804,0.0909204422615023
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,7.0,2344.0,0.7857558137066936,0.08897273816996408
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,8.0,2411.0,0.7786737809267796,0.08979318149897447
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.6,OHE,9.0,2358.0,0.7634481162449644,0.09131470022045003
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,0.0,2516.0,0.7458192827707413,0.09485617611164587
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,1.0,2580.0,0.7699708857887244,0.0904216496222548
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,2.0,2408.0,0.7589424860278741,0.09450550985989524
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,3.0,2427.0,0.7986329770475472,0.08757109284717841
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,4.0,2635.0,0.7742400354584857,0.0911989630589978
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,5.0,2546.0,0.7833845527958934,0.09160227519218067
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,6.0,2541.0,0.7841404684373378,0.088077056480447
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,7.0,2490.0,0.7926332105879179,0.08629164966344605
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,8.0,2561.0,0.7910004506957075,0.08757110617499693
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.7,OHE,9.0,2505.0,0.7616068776187734,0.09179951392346936
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,0.0,2664.0,0.7538803524957214,0.09279659437631682
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,1.0,2732.0,0.7721098153637757,0.08986251437780819
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,2.0,2550.0,0.7580729604315037,0.09524073569808517
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,3.0,2570.0,0.8031613738550114,0.08746049643026522
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,4.0,2790.0,0.7934963979424262,0.08700271283307448
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,5.0,2696.0,0.7848463709426811,0.09005640951703092
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,6.0,2691.0,0.7967423716973576,0.0865935978059768
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,7.0,2637.0,0.8040788219641757,0.08507170470581263
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,8.0,2712.0,0.7927934468210869,0.0862953472170454
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.8,OHE,9.0,2653.0,0.7715340745769623,0.09041533792900627
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,0.0,2812.0,0.7726273128538382,0.0905239267212344
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,1.0,2884.0,0.7851020096183275,0.08721397783052343
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,2.0,2692.0,0.7787625892564483,0.09155674623938692
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,3.0,2713.0,0.8121468613503802,0.08557348561996303
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,4.0,2945.0,0.7913735587531592,0.0878592656207614
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,5.0,2846.0,0.8015390743134762,0.08733448764939714
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,6.0,2840.0,0.7960870856937786,0.08587211427302019
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,7.0,2783.0,0.8053317698618752,0.08415360454655042
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,8.0,2863.0,0.799008918338756,0.08645942918480957
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,0.9,OHE,9.0,2800.0,0.7921218051266984,0.0855972113825095
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,0.0,2960.0,0.7762583517261876,0.08894555324369785
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,1.0,3036.0,0.7831231168092604,0.08668318426466166
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,2.0,2834.0,0.7814485254733768,0.08943110530524916
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,3.0,2856.0,0.8174273742204968,0.08337423744465154
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,4.0,3100.0,0.8019791215929375,0.08576038975714906
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,5.0,2996.0,0.8126228052992184,0.08484041423555316
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,6.0,2990.0,0.8051194829956423,0.08510751801881868
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,7.0,2930.0,0.8043261685361296,0.08351384486056973
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,8.0,3014.0,0.8173360021369586,0.08206168781431876
06b Stratified Sampling from Reaxys Distribution Extended by Real Values,1.0,OHE,9.0,2948.0,0.7978838229880115,0.08535926072217531
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,0.0,1377.0,0.49258873029245503,0.14902536878425518
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,1.0,1480.0,0.5926898315475062,0.13054257450559625
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,2.0,1470.0,0.4331978801140695,0.15734829007033088
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,3.0,1471.0,0.4090123675807886,0.16256050215374873
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,4.0,1495.0,0.5019795915185268,0.1439449113036234
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,5.0,1527.0,0.5104691761331859,0.14565643290111271
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,6.0,1550.0,0.5022740298918198,0.1492287861609779
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,7.0,1477.0,0.5545071587840904,0.1339815845878197
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,8.0,1437.0,0.5032646912216028,0.1476581026759908
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.0,BERT,9.0,1502.0,0.5183255023302469,0.14135859602037554
06c Stratified Sampling from Reaxys Distribution Extended by Artificial Values,0.1,BERT,0.0,1514.0,0.5861155686816744,0.13643664391006785
