Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
02 Sparsity Simulation,0.9682956151070738,MFF,0.0,3024.0,0.8250161011185282,0.08041834160829428
02 Sparsity Simulation,0.9682956151070738,MFF,1.0,3024.0,0.8215002893054189,0.08137979801998575
02 Sparsity Simulation,0.9682956151070738,MFF,2.0,3024.0,0.8246387718233162,0.08064692518213291
02 Sparsity Simulation,0.9682956151070738,MFF,3.0,3024.0,0.8342479955049493,0.07942791008045938
02 Sparsity Simulation,0.9682956151070738,MFF,4.0,3024.0,0.8272814270532627,0.08075458745024375
02 Sparsity Simulation,0.9682956151070738,MFF,5.0,3024.0,0.8282920162880952,0.0823136178425566
02 Sparsity Simulation,0.9682956151070738,MFF,6.0,3024.0,0.8262106007511683,0.08359796463196316
02 Sparsity Simulation,0.9682956151070738,MFF,7.0,3024.0,0.8099046745799756,0.08310727805454743
02 Sparsity Simulation,0.9682956151070738,MFF,8.0,3024.0,0.8366308567727437,0.07982733073287203
02 Sparsity Simulation,0.9682956151070738,MFF,9.0,3024.0,0.8429274177603903,0.07887818467449184
02 Sparsity Simulation,0.9705504928718681,MFF,0.0,3168.0,0.8315040138089936,0.07928685557468193
02 Sparsity Simulation,0.9705504928718681,MFF,1.0,3168.0,0.8158560169162424,0.08108917216210859
02 Sparsity Simulation,0.9705504928718681,MFF,2.0,3168.0,0.8325885079609714,0.07864385866651452
02 Sparsity Simulation,0.9705504928718681,MFF,3.0,3168.0,0.8400795454335382,0.07653007571854188
02 Sparsity Simulation,0.9705504928718681,MFF,4.0,3168.0,0.8333945780785775,0.07859567585669773
02 Sparsity Simulation,0.9705504928718681,MFF,5.0,3168.0,0.8289753417475568,0.08259102658286104
02 Sparsity Simulation,0.9705504928718681,MFF,6.0,3168.0,0.8358071142780414,0.07939218633486016
02 Sparsity Simulation,0.9705504928718681,MFF,7.0,3168.0,0.8126882768803714,0.08161823687511256
02 Sparsity Simulation,0.9705504928718681,MFF,8.0,3168.0,0.8391184010971373,0.07869077691791085
02 Sparsity Simulation,0.9705504928718681,MFF,9.0,3168.0,0.8423482035730342,0.07779375026169442
02 Sparsity Simulation,0.9726953391241954,MFF,0.0,3311.0,0.8323892212568492,0.07919416575288153
02 Sparsity Simulation,0.9726953391241954,MFF,1.0,3311.0,0.8259164013850779,0.07880265542127987
02 Sparsity Simulation,0.9726953391241954,MFF,2.0,3311.0,0.834888390847113,0.07806746027099483
02 Sparsity Simulation,0.9726953391241954,MFF,3.0,3311.0,0.8385394845776815,0.07628793024236936
02 Sparsity Simulation,0.9726953391241954,MFF,4.0,3311.0,0.840561114025731,0.07766606579338799
02 Sparsity Simulation,0.9726953391241954,MFF,5.0,3311.0,0.836100708708466,0.07937555513403495
02 Sparsity Simulation,0.9726953391241954,MFF,6.0,3311.0,0.8370141334520569,0.07934564648852148
02 Sparsity Simulation,0.9726953391241954,MFF,7.0,3311.0,0.8156710492488418,0.08112036607927381
02 Sparsity Simulation,0.9726953391241954,MFF,8.0,3311.0,0.8446530406489281,0.0770077020176609
02 Sparsity Simulation,0.9726953391241954,MFF,9.0,3311.0,0.853000168873972,0.07637694371483
02 Sparsity Simulation,0.9659363289248455,MFF,0.0,2880.0,0.8240672056772624,0.08159904914082253
02 Sparsity Simulation,0.9659363289248455,MFF,1.0,2880.0,0.8259445520450477,0.07936996465303743
02 Sparsity Simulation,0.9659363289248455,MFF,2.0,2880.0,0.8269779870817672,0.07998802153519273
02 Sparsity Simulation,0.9659363289248455,MFF,3.0,2880.0,0.8225001120382596,0.08097430068336813
02 Sparsity Simulation,0.9659363289248455,MFF,4.0,2880.0,0.8287199350196395,0.08004869770671838
02 Sparsity Simulation,0.9659363289248455,MFF,5.0,2880.0,0.8153860198419687,0.08433957916443546
02 Sparsity Simulation,0.9659363289248455,MFF,6.0,2880.0,0.8240529314155945,0.08317228729846525
02 Sparsity Simulation,0.9659363289248455,MFF,7.0,2880.0,0.8133811484397221,0.08292496202160828
02 Sparsity Simulation,0.9659363289248455,MFF,8.0,2880.0,0.8370441220929807,0.07891070398534454
02 Sparsity Simulation,0.9659363289248455,MFF,9.0,2880.0,0.8259876999474414,0.08140185755833307
02 Sparsity Simulation,0.9767737974212208,MFF,0.0,3600.0,0.8402944302791301,0.07742716341329423
02 Sparsity Simulation,0.9767737974212208,MFF,1.0,3600.0,0.8316449939026287,0.07717500521003368
02 Sparsity Simulation,0.9767737974212208,MFF,2.0,3600.0,0.8438206454646944,0.07529629648987443
02 Sparsity Simulation,0.9767737974212208,MFF,3.0,3600.0,0.844150075843958,0.07577076996069465
02 Sparsity Simulation,0.9767737974212208,MFF,4.0,3600.0,0.8433622994421976,0.07631216714020593
02 Sparsity Simulation,0.9767737974212208,MFF,5.0,3600.0,0.8432173493238544,0.07792060690379966
02 Sparsity Simulation,0.9767737974212208,MFF,6.0,3600.0,0.8410999626250208,0.0785079253406955
02 Sparsity Simulation,0.9767737974212208,MFF,7.0,3600.0,0.8167192229876702,0.08026161490220708
02 Sparsity Simulation,0.9767737974212208,MFF,8.0,3600.0,0.852725148371495,0.07476331706731185
02 Sparsity Simulation,0.9767737974212208,MFF,9.0,3600.0,0.8497218090102336,0.07570523088935538
02 Sparsity Simulation,0.9786911650661339,MFF,0.0,3744.0,0.8456605095038667,0.07581013562427291
02 Sparsity Simulation,0.9786911650661339,MFF,1.0,3744.0,0.8387232361660668,0.07542947607013448
02 Sparsity Simulation,0.9786911650661339,MFF,2.0,3744.0,0.8465240219087283,0.07491105522120314
02 Sparsity Simulation,0.9786911650661339,MFF,3.0,3744.0,0.8475879003349936,0.07439983011468937
02 Sparsity Simulation,0.9786911650661339,MFF,4.0,3744.0,0.8436699357518336,0.07624997780682616
02 Sparsity Simulation,0.9786911650661339,MFF,5.0,3744.0,0.8402283636913644,0.0783377205122077
02 Sparsity Simulation,0.9786911650661339,MFF,6.0,3744.0,0.8457646743779291,0.07727194956127098
02 Sparsity Simulation,0.9786911650661339,MFF,7.0,3744.0,0.823606395503337,0.0780773244234952
02 Sparsity Simulation,0.9786911650661339,MFF,8.0,3744.0,0.8499399886783685,0.07523808982955157
02 Sparsity Simulation,0.9786911650661339,MFF,9.0,3744.0,0.8591083411664866,0.0737241136806897
02 Sparsity Simulation,0.9805397149177206,MFF,0.0,3888.0,0.8425333639695209,0.07586041046286561
02 Sparsity Simulation,0.9805397149177206,MFF,1.0,3888.0,0.8389672748816094,0.07552705637132942
02 Sparsity Simulation,0.9805397149177206,MFF,2.0,3888.0,0.849122283798,0.0740435720953462
02 Sparsity Simulation,0.9805397149177206,MFF,3.0,3888.0,0.8502562914706789,0.07307051725339067
02 Sparsity Simulation,0.9805397149177206,MFF,4.0,3888.0,0.8462833844694264,0.07487240860147276
02 Sparsity Simulation,0.9805397149177206,MFF,5.0,3888.0,0.8448281572739988,0.07736753600215236
02 Sparsity Simulation,0.9805397149177206,MFF,6.0,3888.0,0.8417432629952616,0.07760267765652733
02 Sparsity Simulation,0.9805397149177206,MFF,7.0,3888.0,0.8270718503187832,0.07765238063381577
02 Sparsity Simulation,0.9805397149177206,MFF,8.0,3888.0,0.8544788781007472,0.07406112393153501
02 Sparsity Simulation,0.9805397149177206,MFF,9.0,3888.0,0.8598879861270983,0.0734293868531583
02 Sparsity Simulation,0.9747821379701602,MFF,0.0,3456.0,0.8366754011412857,0.07776442735661218
02 Sparsity Simulation,0.9747821379701602,MFF,1.0,3456.0,0.8362377486774863,0.07681759044935657
02 Sparsity Simulation,0.9747821379701602,MFF,2.0,3456.0,0.8426983871875061,0.07691741245414559
02 Sparsity Simulation,0.9747821379701602,MFF,3.0,3456.0,0.8462416537805948,0.07508817279609395
02 Sparsity Simulation,0.9747821379701602,MFF,4.0,3456.0,0.8404371956751641,0.07659484950601401
02 Sparsity Simulation,0.9747821379701602,MFF,5.0,3456.0,0.838628924983452,0.08030641942592331
02 Sparsity Simulation,0.9747821379701602,MFF,6.0,3456.0,0.8377199875408536,0.07953942943433139
02 Sparsity Simulation,0.9747821379701602,MFF,7.0,3456.0,0.8188952027422927,0.08007466697720399
02 Sparsity Simulation,0.9747821379701602,MFF,8.0,3456.0,0.8514133770626867,0.07594701580368506
02 Sparsity Simulation,0.9747821379701602,MFF,9.0,3456.0,0.8563878657099511,0.07468531509077088
02 Sparsity Simulation,0.9823121499205378,MFF,0.0,4031.0,0.8459234379453093,0.0752193106966434
02 Sparsity Simulation,0.9823121499205378,MFF,1.0,4031.0,0.8419319267500318,0.07497255051266526
02 Sparsity Simulation,0.9823121499205378,MFF,2.0,4031.0,0.8518072785020154,0.07350161123728209
02 Sparsity Simulation,0.9823121499205378,MFF,3.0,4031.0,0.8503425518337587,0.07300564881688275
02 Sparsity Simulation,0.9823121499205378,MFF,4.0,4031.0,0.8497789754932481,0.07404876559027307
02 Sparsity Simulation,0.9823121499205378,MFF,5.0,4031.0,0.8450134166663832,0.07757591213460814
02 Sparsity Simulation,0.9823121499205378,MFF,6.0,4031.0,0.8461466594170989,0.07666807051460954
02 Sparsity Simulation,0.9823121499205378,MFF,7.0,4031.0,0.828506813600506,0.07729002949838779
02 Sparsity Simulation,0.9823121499205378,MFF,8.0,4031.0,0.8567241492717645,0.0734832048167556
02 Sparsity Simulation,0.9823121499205378,MFF,9.0,4031.0,0.8581636806588998,0.07367255785527761
02 Sparsity Simulation,0.8315665290169146,OHE,0.0,144.0,0.4608307601272082,0.16561188309690575
02 Sparsity Simulation,0.8315665290169146,OHE,1.0,144.0,0.5127999574610179,0.15000268171955095
02 Sparsity Simulation,0.8315665290169146,OHE,2.0,144.0,0.5545876075688145,0.1417441672069508
02 Sparsity Simulation,0.8315665290169146,OHE,3.0,144.0,0.5569389552126984,0.13772105169764318
02 Sparsity Simulation,0.8315665290169146,OHE,4.0,144.0,0.5494521315081734,0.14529837322350034
02 Sparsity Simulation,0.8315665290169146,OHE,5.0,144.0,0.477438046445197,0.16389766665782654
02 Sparsity Simulation,0.8315665290169146,OHE,6.0,144.0,0.5159681186422038,0.15142737767739609
02 Sparsity Simulation,0.8315665290169146,OHE,7.0,144.0,0.5276025880609685,0.1499284875366541
02 Sparsity Simulation,0.8315665290169146,OHE,8.0,144.0,0.5463477356156009,0.14885190100189416
02 Sparsity Simulation,0.8315665290169146,OHE,9.0,144.0,0.5614968698487686,0.14735337504946508
02 Sparsity Simulation,0.8608916593317348,OHE,0.0,288.0,0.5962040862183955,0.13939998077357268
02 Sparsity Simulation,0.8608916593317348,OHE,1.0,288.0,0.549335229747975,0.14165765804270636
02 Sparsity Simulation,0.8608916593317348,OHE,2.0,288.0,0.616074231545693,0.12950035678269542
02 Sparsity Simulation,0.8608916593317348,OHE,3.0,288.0,0.6193164518482497,0.12668636793100888
02 Sparsity Simulation,0.8608916593317348,OHE,4.0,288.0,0.591951518844865,0.14162177254932046
02 Sparsity Simulation,0.8608916593317348,OHE,5.0,288.0,0.5703949824150452,0.13714951727617536
02 Sparsity Simulation,0.8608916593317348,OHE,6.0,288.0,0.5970040887115831,0.1355897669625837
02 Sparsity Simulation,0.8608916593317348,OHE,7.0,288.0,0.5934700974412647,0.13468807928757956
02 Sparsity Simulation,0.8608916593317348,OHE,8.0,288.0,0.6441723427995385,0.12914719222776996
02 Sparsity Simulation,0.8608916593317348,OHE,9.0,288.0,0.6039577926487842,0.1355537996100223
02 Sparsity Simulation,0.878522852790381,OHE,0.0,432.0,0.6572535077632384,0.11785946105953275
02 Sparsity Simulation,0.878522852790381,OHE,1.0,432.0,0.6584884858411797,0.12025941638245476
02 Sparsity Simulation,0.878522852790381,OHE,2.0,432.0,0.6343886545975592,0.12599601380315315
02 Sparsity Simulation,0.878522852790381,OHE,3.0,432.0,0.6671100522416454,0.1204339537366118
02 Sparsity Simulation,0.878522852790381,OHE,4.0,432.0,0.6302720468078604,0.12610627099219407
02 Sparsity Simulation,0.878522852790381,OHE,5.0,432.0,0.6144449406446904,0.12803343076101173
02 Sparsity Simulation,0.878522852790381,OHE,6.0,432.0,0.5741436869054012,0.13051928769938134
02 Sparsity Simulation,0.878522852790381,OHE,7.0,432.0,0.6332556106861129,0.12089417523446976
02 Sparsity Simulation,0.878522852790381,OHE,8.0,432.0,0.6500629203064404,0.12402338759115092
02 Sparsity Simulation,0.878522852790381,OHE,9.0,432.0,0.6293371028540824,0.12712160695129307
02 Sparsity Simulation,0.9012504626108302,OHE,0.0,720.0,0.6947429754835798,0.11062716524586362
02 Sparsity Simulation,0.9012504626108302,OHE,1.0,720.0,0.6895390367998582,0.11060347786741613
02 Sparsity Simulation,0.9012504626108302,OHE,2.0,720.0,0.7080058410306374,0.10912590560259856
02 Sparsity Simulation,0.9012504626108302,OHE,3.0,720.0,0.7040032575515971,0.10930082123731308
02 Sparsity Simulation,0.9012504626108302,OHE,4.0,720.0,0.7273417067629073,0.10866302004134408
02 Sparsity Simulation,0.9012504626108302,OHE,5.0,720.0,0.6977882585242483,0.11252759558656322
02 Sparsity Simulation,0.9012504626108302,OHE,6.0,720.0,0.6711656898527136,0.11809427925754153
02 Sparsity Simulation,0.9012504626108302,OHE,7.0,720.0,0.6661443802233517,0.11263319165226388
02 Sparsity Simulation,0.9012504626108302,OHE,8.0,720.0,0.692016164836971,0.11254881842750764
02 Sparsity Simulation,0.9012504626108302,OHE,9.0,720.0,0.7002080105006511,0.1103526310123823
02 Sparsity Simulation,0.9095038942869434,OHE,0.0,864.0,0.7199041618253076,0.10525350391023093
02 Sparsity Simulation,0.9095038942869434,OHE,1.0,864.0,0.7148439774502108,0.10772132464966126
02 Sparsity Simulation,0.9095038942869434,OHE,2.0,864.0,0.7199804923186921,0.10664639475894824
02 Sparsity Simulation,0.9095038942869434,OHE,3.0,864.0,0.7214677553497988,0.10393091645458152
02 Sparsity Simulation,0.9095038942869434,OHE,4.0,864.0,0.7260194345967683,0.1064904432383025
02 Sparsity Simulation,0.9095038942869434,OHE,5.0,864.0,0.7076928710322747,0.10665384356421964
02 Sparsity Simulation,0.9095038942869434,OHE,6.0,864.0,0.7176515265956839,0.10706503315522496
02 Sparsity Simulation,0.9095038942869434,OHE,7.0,864.0,0.6638011949498451,0.11375972021282535
02 Sparsity Simulation,0.9095038942869434,OHE,8.0,864.0,0.7377595087357334,0.10543296746786644
02 Sparsity Simulation,0.9095038942869434,OHE,9.0,864.0,0.7386744267493217,0.10473047569590598
02 Sparsity Simulation,0.9164955262571346,OHE,0.0,1007.0,0.7054580412515474,0.10830142669435676
02 Sparsity Simulation,0.9164955262571346,OHE,1.0,1007.0,0.7238741839184087,0.10377252826634717
02 Sparsity Simulation,0.9164955262571346,OHE,2.0,1007.0,0.7239595169548487,0.10534661757424604
02 Sparsity Simulation,0.9164955262571346,OHE,3.0,1007.0,0.7199129672674538,0.10352007174015433
02 Sparsity Simulation,0.9164955262571346,OHE,4.0,1007.0,0.7271565202243087,0.10452400381806676
02 Sparsity Simulation,0.9164955262571346,OHE,5.0,1007.0,0.6960566232120071,0.11159278962682702
02 Sparsity Simulation,0.9164955262571346,OHE,6.0,1007.0,0.6646939645816352,0.11411402360512066
02 Sparsity Simulation,0.9164955262571346,OHE,7.0,1007.0,0.6894287638059691,0.10910844383427666
02 Sparsity Simulation,0.9164955262571346,OHE,8.0,1007.0,0.7437024330714598,0.10484687673632263
02 Sparsity Simulation,0.9164955262571346,OHE,9.0,1007.0,0.7419262830948682,0.10479831953606132
02 Sparsity Simulation,0.8912509381337456,OHE,0.0,576.0,0.6742163068688651,0.11435583170838524
02 Sparsity Simulation,0.8912509381337456,OHE,1.0,576.0,0.6757129550607901,0.11754075885702407
02 Sparsity Simulation,0.8912509381337456,OHE,2.0,576.0,0.6918410058421183,0.11177983556483928
02 Sparsity Simulation,0.8912509381337456,OHE,3.0,576.0,0.6929913801133505,0.11146349347919524
02 Sparsity Simulation,0.8912509381337456,OHE,4.0,576.0,0.6829759356710681,0.11614072316045812
02 Sparsity Simulation,0.8912509381337456,OHE,5.0,576.0,0.6228028992590807,0.12510839793911427
02 Sparsity Simulation,0.8912509381337456,OHE,6.0,576.0,0.6731761083061503,0.11795803287810973
02 Sparsity Simulation,0.8912509381337456,OHE,7.0,576.0,0.6339589517826403,0.12139195209394366
02 Sparsity Simulation,0.8912509381337456,OHE,8.0,576.0,0.6926480180842991,0.11470838946324467
02 Sparsity Simulation,0.8912509381337456,OHE,9.0,576.0,0.6893280801750543,0.11655815164045588
02 Sparsity Simulation,0.9281306737867157,OHE,0.0,1296.0,0.7377000240332072,0.10049719755119292
02 Sparsity Simulation,0.9281306737867157,OHE,1.0,1296.0,0.7435052717286077,0.0997528598246437
02 Sparsity Simulation,0.9281306737867157,OHE,2.0,1296.0,0.7198038312464883,0.10485042732887513
02 Sparsity Simulation,0.9281306737867157,OHE,3.0,1296.0,0.7341876446970834,0.10042704594704828
02 Sparsity Simulation,0.9281306737867157,OHE,4.0,1296.0,0.7453258497781983,0.10062057290077048
02 Sparsity Simulation,0.9281306737867157,OHE,5.0,1296.0,0.7478336199513429,0.10086061868743867
02 Sparsity Simulation,0.9281306737867157,OHE,6.0,1296.0,0.7402032866062445,0.10061362082623107
02 Sparsity Simulation,0.9281306737867157,OHE,7.0,1296.0,0.7244889798525744,0.10269267497787944
02 Sparsity Simulation,0.9281306737867157,OHE,8.0,1296.0,0.7466625144825982,0.1009925454186369
02 Sparsity Simulation,0.9281306737867157,OHE,9.0,1296.0,0.7507075672273763,0.0993295038779249
02 Sparsity Simulation,0.9330329915368074,OHE,0.0,1440.0,0.7347721392310349,0.1013071479345534
02 Sparsity Simulation,0.9330329915368074,OHE,1.0,1440.0,0.7456160770287474,0.0969384845121912
02 Sparsity Simulation,0.9330329915368074,OHE,2.0,1440.0,0.7634187679683496,0.0967448899031986
02 Sparsity Simulation,0.9330329915368074,OHE,3.0,1440.0,0.7385347156074518,0.10002289130811366
02 Sparsity Simulation,0.9330329915368074,OHE,4.0,1440.0,0.7626183964458886,0.09796095566774253
02 Sparsity Simulation,0.9330329915368074,OHE,5.0,1440.0,0.7576090984888219,0.09837426330782036
02 Sparsity Simulation,0.9330329915368074,OHE,6.0,1440.0,0.7389380770410159,0.10204018368177728
02 Sparsity Simulation,0.9330329915368074,OHE,7.0,1440.0,0.7299834404104597,0.10068953563500373
02 Sparsity Simulation,0.9330329915368074,OHE,8.0,1440.0,0.7473425734581682,0.1026378971681329
02 Sparsity Simulation,0.9330329915368074,OHE,9.0,1440.0,0.7559836165182348,0.09773782342452284
02 Sparsity Simulation,0.9374899801208518,OHE,0.0,1584.0,0.7505793080364814,0.09596813216886103
02 Sparsity Simulation,0.9374899801208518,OHE,1.0,1584.0,0.7645214086746901,0.09421992432590988
02 Sparsity Simulation,0.9374899801208518,OHE,2.0,1584.0,0.7563740327393553,0.09686034865468272
02 Sparsity Simulation,0.9374899801208518,OHE,3.0,1584.0,0.7689456288620068,0.09230547253190838
02 Sparsity Simulation,0.9374899801208518,OHE,4.0,1584.0,0.7772981119185806,0.0937570145882447
02 Sparsity Simulation,0.9374899801208518,OHE,5.0,1584.0,0.7527018807076722,0.09800765311771044
02 Sparsity Simulation,0.9374899801208518,OHE,6.0,1584.0,0.709143025599149,0.10603871090440492
02 Sparsity Simulation,0.9374899801208518,OHE,7.0,1584.0,0.7372640663865371,0.09980564527954228
02 Sparsity Simulation,0.9374899801208518,OHE,8.0,1584.0,0.7613863654850418,0.09676986445770366
02 Sparsity Simulation,0.9374899801208518,OHE,9.0,1584.0,0.7635869598423165,0.0967941608791266
02 Sparsity Simulation,0.9226808345905884,OHE,0.0,1152.0,0.7148954160321466,0.10486696497955056
02 Sparsity Simulation,0.9226808345905884,OHE,1.0,1152.0,0.7123139305150699,0.10488455403789973
02 Sparsity Simulation,0.9226808345905884,OHE,2.0,1152.0,0.7286846768361482,0.10281016690764172
02 Sparsity Simulation,0.9226808345905884,OHE,3.0,1152.0,0.7353884254823532,0.10084627105291044
02 Sparsity Simulation,0.9226808345905884,OHE,4.0,1152.0,0.7581531791752381,0.10113124485771506
02 Sparsity Simulation,0.9226808345905884,OHE,5.0,1152.0,0.7253674650405701,0.10642981295607803
02 Sparsity Simulation,0.9226808345905884,OHE,6.0,1152.0,0.7236692977459869,0.1058685002777194
02 Sparsity Simulation,0.9226808345905884,OHE,7.0,1152.0,0.7011713335189179,0.10634539651774147
02 Sparsity Simulation,0.9226808345905884,OHE,8.0,1152.0,0.7527346157476063,0.09831633147578908
02 Sparsity Simulation,0.9226808345905884,OHE,9.0,1152.0,0.7441259836780081,0.10212394777812966
02 Sparsity Simulation,0.9453533511351614,OHE,0.0,1872.0,0.7713366172333779,0.09294318039130382
02 Sparsity Simulation,0.9453533511351614,OHE,1.0,1872.0,0.7532848305021058,0.09596528440151927
02 Sparsity Simulation,0.9453533511351614,OHE,2.0,1872.0,0.7626010973880049,0.09391304094148972
02 Sparsity Simulation,0.9453533511351614,OHE,3.0,1872.0,0.7829512747158893,0.0898248626524085
02 Sparsity Simulation,0.9453533511351614,OHE,4.0,1872.0,0.7833427343511924,0.09252390490049366
02 Sparsity Simulation,0.9453533511351614,OHE,5.0,1872.0,0.7568803767234913,0.09702773762431627
02 Sparsity Simulation,0.9453533511351614,OHE,6.0,1872.0,0.7779994094906193,0.09240793280737007
02 Sparsity Simulation,0.9453533511351614,OHE,7.0,1872.0,0.7548370080857457,0.09595636366085993
02 Sparsity Simulation,0.9453533511351614,OHE,8.0,1872.0,0.7585095690747756,0.09726907163469407
02 Sparsity Simulation,0.9453533511351614,OHE,9.0,1872.0,0.7942167143556177,0.08993810543478478
02 Sparsity Simulation,0.9488392211410617,OHE,0.0,2015.0,0.7654288565049655,0.09288369949984092
02 Sparsity Simulation,0.9488392211410617,OHE,1.0,2015.0,0.7679449189007006,0.09336760652194287
02 Sparsity Simulation,0.9488392211410617,OHE,2.0,2015.0,0.7777582400241555,0.09073711824999486
02 Sparsity Simulation,0.9488392211410617,OHE,3.0,2015.0,0.7817926139984531,0.09056398391169444
02 Sparsity Simulation,0.9488392211410617,OHE,4.0,2015.0,0.7997643565192798,0.09011162014859228
02 Sparsity Simulation,0.9488392211410617,OHE,5.0,2015.0,0.7814524796666921,0.09177899705428716
02 Sparsity Simulation,0.9488392211410617,OHE,6.0,2015.0,0.7481450147218736,0.09862035759563198
02 Sparsity Simulation,0.9488392211410617,OHE,7.0,2015.0,0.7544903608502007,0.0943186189787184
02 Sparsity Simulation,0.9488392211410617,OHE,8.0,2015.0,0.7942222671381681,0.08932906105962468
02 Sparsity Simulation,0.9488392211410617,OHE,9.0,2015.0,0.7870800730109532,0.091581446496159
02 Sparsity Simulation,0.9521416505634898,OHE,0.0,2160.0,0.7916095550532812,0.08944976822893291
02 Sparsity Simulation,0.9521416505634898,OHE,1.0,2160.0,0.7769990004260052,0.0910107825538782
02 Sparsity Simulation,0.9521416505634898,OHE,2.0,2160.0,0.7675657474419018,0.0910811872467126
02 Sparsity Simulation,0.9521416505634898,OHE,3.0,2160.0,0.7970910247152618,0.08680982751149098
02 Sparsity Simulation,0.9521416505634898,OHE,4.0,2160.0,0.7934636306672574,0.08877321214108486
02 Sparsity Simulation,0.9521416505634898,OHE,5.0,2160.0,0.7768799691176197,0.09287928628869084
02 Sparsity Simulation,0.9521416505634898,OHE,6.0,2160.0,0.7513991724362753,0.09767954834786333
02 Sparsity Simulation,0.9521416505634898,OHE,7.0,2160.0,0.7583346464755274,0.09487450236745344
02 Sparsity Simulation,0.9521416505634898,OHE,8.0,2160.0,0.7980120697983764,0.0889357265197637
02 Sparsity Simulation,0.9521416505634898,OHE,9.0,2160.0,0.7883270914863763,0.08929032966628415
02 Sparsity Simulation,0.9415774798524088,OHE,0.0,1728.0,0.7570903387574884,0.09579323384700077
02 Sparsity Simulation,0.9415774798524088,OHE,1.0,1728.0,0.7566884906576742,0.0938788728398424
02 Sparsity Simulation,0.9415774798524088,OHE,2.0,1728.0,0.7710160474129917,0.09329536267384124
02 Sparsity Simulation,0.9415774798524088,OHE,3.0,1728.0,0.7581275019911121,0.09492466553355157
02 Sparsity Simulation,0.9415774798524088,OHE,4.0,1728.0,0.7849859839866649,0.0924549967108632
02 Sparsity Simulation,0.9415774798524088,OHE,5.0,1728.0,0.7588246856202201,0.09716383441417067
02 Sparsity Simulation,0.9415774798524088,OHE,6.0,1728.0,0.7637827343498583,0.09634036580487278
02 Sparsity Simulation,0.9415774798524088,OHE,7.0,1728.0,0.7481474591592667,0.09609199204575104
02 Sparsity Simulation,0.9415774798524088,OHE,8.0,1728.0,0.7924659476447025,0.09118214847419026
02 Sparsity Simulation,0.9415774798524088,OHE,9.0,1728.0,0.7628115573024731,0.09505577518724698
02 Sparsity Simulation,0.9581189866856911,OHE,0.0,2448.0,0.7971136016516325,0.08680154654888149
02 Sparsity Simulation,0.9581189866856911,OHE,1.0,2448.0,0.7915491880905114,0.08783728815338344
02 Sparsity Simulation,0.9581189866856911,OHE,2.0,2448.0,0.7832702200245776,0.08901497623287823
02 Sparsity Simulation,0.9581189866856911,OHE,3.0,2448.0,0.7812182312979102,0.08871084671576572
02 Sparsity Simulation,0.9581189866856911,OHE,4.0,2448.0,0.8122601746027072,0.08558553495415805
02 Sparsity Simulation,0.9581189866856911,OHE,5.0,2448.0,0.7804665369950736,0.09082793408950984
02 Sparsity Simulation,0.9581189866856911,OHE,6.0,2448.0,0.7780585608569769,0.09312707213300628
02 Sparsity Simulation,0.9581189866856911,OHE,7.0,2448.0,0.7783008494389907,0.08960998515455887
02 Sparsity Simulation,0.9581189866856911,OHE,8.0,2448.0,0.7965184674028998,0.08861609897925513
02 Sparsity Simulation,0.9581189866856911,OHE,9.0,2448.0,0.8044925883309682,0.08675936511025158
02 Sparsity Simulation,0.9608611313126506,OHE,0.0,2592.0,0.7910766547385396,0.08809512619055501
02 Sparsity Simulation,0.9608611313126506,OHE,1.0,2592.0,0.7897642181933658,0.08666612495216168
02 Sparsity Simulation,0.9608611313126506,OHE,2.0,2592.0,0.7893918353591751,0.08718876910435429
02 Sparsity Simulation,0.9608611313126506,OHE,3.0,2592.0,0.8078325191663055,0.08280878265526727
02 Sparsity Simulation,0.9608611313126506,OHE,4.0,2592.0,0.7957979475424205,0.08718635967281968
02 Sparsity Simulation,0.9608611313126506,OHE,5.0,2592.0,0.7810568875326163,0.09141447121819693
02 Sparsity Simulation,0.9608611313126506,OHE,6.0,2592.0,0.7884408914545407,0.08991672559058601
02 Sparsity Simulation,0.9608611313126506,OHE,7.0,2592.0,0.7813902954228547,0.08906984480653972
02 Sparsity Simulation,0.9608611313126506,OHE,8.0,2592.0,0.8097616966183029,0.08570102868444497
02 Sparsity Simulation,0.9608611313126506,OHE,9.0,2592.0,0.7984771650611616,0.08806423670383169
02 Sparsity Simulation,0.9634622001124579,OHE,0.0,2736.0,0.7837313217732835,0.08863407566014211
02 Sparsity Simulation,0.9634622001124579,OHE,1.0,2736.0,0.7752096199321912,0.08942440534902606
02 Sparsity Simulation,0.9634622001124579,OHE,2.0,2736.0,0.7873765710596385,0.08794054974775471
02 Sparsity Simulation,0.9634622001124579,OHE,3.0,2736.0,0.7934816912516814,0.08589357836080208
02 Sparsity Simulation,0.9634622001124579,OHE,4.0,2736.0,0.7998372020888513,0.08655067789600822
02 Sparsity Simulation,0.9634622001124579,OHE,5.0,2736.0,0.7882974829275371,0.08924909792646463
02 Sparsity Simulation,0.9634622001124579,OHE,6.0,2736.0,0.7848477001156432,0.09057801082420062
02 Sparsity Simulation,0.9634622001124579,OHE,7.0,2736.0,0.7613784414666452,0.0920658675753749
02 Sparsity Simulation,0.9634622001124579,OHE,8.0,2736.0,0.8006785144657347,0.08581403612513118
02 Sparsity Simulation,0.9634622001124579,OHE,9.0,2736.0,0.79991105829566,0.08753746364993494
