Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
02 Sparsity Simulation,0.7549864546778364,MFF,5,1285.0,0.8732525078825321,0.0648668814571574
02 Sparsity Simulation,0.7549864546778364,MFF,6,1285.0,0.8897706268557738,0.060514227835415
02 Sparsity Simulation,0.7549864546778364,MFF,7,1285.0,0.8879295944555888,0.062225923056001
02 Sparsity Simulation,0.7549864546778364,MFF,8,1285.0,0.8896930986000797,0.0613007004408795
02 Sparsity Simulation,0.7549864546778364,MFF,9,1285.0,0.8697732672696434,0.0656813018519568
02 Sparsity Simulation,0.7691258367434239,MFF,0,1384.0,0.8793444083588549,0.0636701337042514
02 Sparsity Simulation,0.7691258367434239,MFF,1,1384.0,0.8732636880833711,0.0600128896797002
02 Sparsity Simulation,0.7691258367434239,MFF,2,1384.0,0.8685874380331846,0.0624655816091677
02 Sparsity Simulation,0.7691258367434239,MFF,3,1384.0,0.8773718437684657,0.0614859114966038
02 Sparsity Simulation,0.7691258367434239,MFF,4,1384.0,0.8861910302408756,0.0611784765169971
02 Sparsity Simulation,0.7691258367434239,MFF,5,1384.0,0.8782550653578146,0.0627392594304753
02 Sparsity Simulation,0.7691258367434239,MFF,6,1384.0,0.8868973126557523,0.0600441442453438
02 Sparsity Simulation,0.7691258367434239,MFF,7,1384.0,0.8745073632801457,0.06486644702265
02 Sparsity Simulation,0.7691258367434239,MFF,8,1384.0,0.8965939535148522,0.0584509439137522
02 Sparsity Simulation,0.7691258367434239,MFF,9,1384.0,0.8837780931689435,0.0627050344864384
02 Sparsity Simulation,0.7825258010559454,MFF,0,1483.0,0.8997114114552309,0.0593977048583249
02 Sparsity Simulation,0.7825258010559454,MFF,1,1483.0,0.8744813063147273,0.0588077949181487
02 Sparsity Simulation,0.7825258010559454,MFF,2,1483.0,0.8970443829580357,0.0582843748713431
02 Sparsity Simulation,0.7825258010559454,MFF,3,1483.0,0.8769635654235937,0.0601761128293054
02 Sparsity Simulation,0.7825258010559454,MFF,4,1483.0,0.8877223134520134,0.0595321408426476
02 Sparsity Simulation,0.7825258010559454,MFF,5,1483.0,0.8762466660848299,0.0635781934898186
02 Sparsity Simulation,0.7825258010559454,MFF,6,1483.0,0.8866920739928288,0.0590087270970044
02 Sparsity Simulation,0.7825258010559454,MFF,7,1483.0,0.8746369170987874,0.0641279973806779
02 Sparsity Simulation,0.7825258010559454,MFF,8,1483.0,0.8945339316479604,0.0596920858770378
02 Sparsity Simulation,0.7825258010559454,MFF,9,1483.0,0.8864054246456844,0.0615544915934582
02 Sparsity Simulation,0.7400048230566639,MFF,0,1186.0,0.8739106459302757,0.0640772966292191
02 Sparsity Simulation,0.7400048230566639,MFF,1,1186.0,0.8543478915331753,0.0648382719429162
02 Sparsity Simulation,0.7400048230566639,MFF,2,1186.0,0.8627575990361054,0.0659826195935128
02 Sparsity Simulation,0.7400048230566639,MFF,3,1186.0,0.864980565509758,0.0655565973465522
02 Sparsity Simulation,0.7400048230566639,MFF,4,1186.0,0.8863058832185435,0.0592337447975184
02 Sparsity Simulation,0.7400048230566639,MFF,5,1186.0,0.8833962007657419,0.0627765812584856
02 Sparsity Simulation,0.7400048230566639,MFF,6,1186.0,0.8799327341712843,0.0635880115679784
02 Sparsity Simulation,0.7400048230566639,MFF,7,1186.0,0.8884101228367796,0.0634187379335559
02 Sparsity Simulation,0.7400048230566639,MFF,8,1186.0,0.8809690840858235,0.0651717044136949
02 Sparsity Simulation,0.7400048230566639,MFF,9,1186.0,0.8647530868732665,0.0673974368834769
02 Sparsity Simulation,0.8073106811583023,MFF,0,1680.0,0.8992458466685299,0.0582484235289607
02 Sparsity Simulation,0.8073106811583023,MFF,1,1680.0,0.8807023176875756,0.0589590775028229
02 Sparsity Simulation,0.8073106811583023,MFF,2,1680.0,0.8889777256954808,0.059400405012092
02 Sparsity Simulation,0.8073106811583023,MFF,3,1680.0,0.8973164347741097,0.057488256694749
02 Sparsity Simulation,0.8073106811583023,MFF,4,1680.0,0.9073620583101316,0.0554431019480407
02 Sparsity Simulation,0.8073106811583023,MFF,5,1680.0,0.901806605362076,0.0579222581176412
02 Sparsity Simulation,0.8073106811583023,MFF,6,1680.0,0.9049564156567712,0.0546696251486713
02 Sparsity Simulation,0.8073106811583023,MFF,7,1680.0,0.8897858035489907,0.0610589886119185
02 Sparsity Simulation,0.8073106811583023,MFF,8,1680.0,0.9079751137999056,0.0564086369124117
02 Sparsity Simulation,0.8073106811583023,MFF,9,1680.0,0.8851317331334433,0.0597151319239813
02 Sparsity Simulation,0.8189499581678457,MFF,0,1779.0,0.9036866789531408,0.0568740168167244
02 Sparsity Simulation,0.8189499581678457,MFF,1,1779.0,0.8938835732620881,0.0557300869111682
02 Sparsity Simulation,0.8189499581678457,MFF,2,1779.0,0.8897473891436384,0.0580725678851699
02 Sparsity Simulation,0.8189499581678457,MFF,3,1779.0,0.9063550434595208,0.0545033978881036
02 Sparsity Simulation,0.8189499581678457,MFF,4,1779.0,0.9114672098217138,0.0545147384216806
02 Sparsity Simulation,0.8189499581678457,MFF,5,1779.0,0.907813042643012,0.055075010214192
02 Sparsity Simulation,0.8189499581678457,MFF,6,1779.0,0.9039062044458948,0.0563041523430791
02 Sparsity Simulation,0.8189499581678457,MFF,7,1779.0,0.8886468921472684,0.06011453201618
02 Sparsity Simulation,0.8189499581678457,MFF,8,1779.0,0.911951580610852,0.0550275437167566
02 Sparsity Simulation,0.8189499581678457,MFF,9,1779.0,0.8987203588964617,0.0572489470094477
02 Sparsity Simulation,0.8301131143660254,MFF,0,1878.0,0.9066606089173886,0.0562360444097195
02 Sparsity Simulation,0.8301131143660254,MFF,1,1878.0,0.8853004873344092,0.0554634279718022
02 Sparsity Simulation,0.8301131143660254,MFF,2,1878.0,0.9094679642790628,0.0550333488012208
02 Sparsity Simulation,0.8301131143660254,MFF,3,1878.0,0.8945296776153864,0.0555182826950623
02 Sparsity Simulation,0.8301131143660254,MFF,4,1878.0,0.9073784677918728,0.0527243135073944
02 Sparsity Simulation,0.8301131143660254,MFF,5,1878.0,0.906665262496896,0.0553966522659001
02 Sparsity Simulation,0.8301131143660254,MFF,6,1878.0,0.9080758260746252,0.0531127746508893
02 Sparsity Simulation,0.8301131143660254,MFF,7,1878.0,0.9073546870171518,0.056306772382867
02 Sparsity Simulation,0.8301131143660254,MFF,8,1878.0,0.9103848958592524,0.0556580443667409
02 Sparsity Simulation,0.8301131143660254,MFF,9,1878.0,0.9030093844000948,0.05674607961594
02 Sparsity Simulation,0.7952707287670506,MFF,0,1582.0,0.8940148059350075,0.0588887473487668
02 Sparsity Simulation,0.7952707287670506,MFF,1,1582.0,0.8858324046351204,0.0588222692441189
02 Sparsity Simulation,0.7952707287670506,MFF,2,1582.0,0.8952200409330527,0.0590311054775903
02 Sparsity Simulation,0.7952707287670506,MFF,3,1582.0,0.8850600748126211,0.0575608897785406
02 Sparsity Simulation,0.7952707287670506,MFF,4,1582.0,0.8890293743694868,0.0580336598570433
02 Sparsity Simulation,0.7952707287670506,MFF,5,1582.0,0.898688289070632,0.0578603945374045
02 Sparsity Simulation,0.7952707287670506,MFF,6,1582.0,0.8932718340145743,0.0578578021005373
02 Sparsity Simulation,0.7952707287670506,MFF,7,1582.0,0.8975236123770078,0.0597503604469922
02 Sparsity Simulation,0.7952707287670506,MFF,8,1582.0,0.8908007171456265,0.0592976010304025
02 Sparsity Simulation,0.7952707287670506,MFF,9,1582.0,0.8855894586321996,0.061315138880375
02 Sparsity Simulation,0.8511776574983286,MFF,0,2076.0,0.9144809035648592,0.0543953568360854
02 Sparsity Simulation,0.8511776574983286,MFF,1,2076.0,0.8986204835749222,0.0536540537684259
02 Sparsity Simulation,0.8511776574983286,MFF,2,2076.0,0.9051882090684752,0.0552320164695669
02 Sparsity Simulation,0.8511776574983286,MFF,3,2076.0,0.906133950097396,0.0532451991304363
02 Sparsity Simulation,0.8511776574983286,MFF,4,2076.0,0.9097695087974642,0.0538143866846966
02 Sparsity Simulation,0.8511776574983286,MFF,5,2076.0,0.917588505066224,0.0519344040112539
02 Sparsity Simulation,0.8511776574983286,MFF,6,2076.0,0.9199404259393936,0.0497770907299667
02 Sparsity Simulation,0.8511776574983286,MFF,7,2076.0,0.9082562260190158,0.055479546110898
02 Sparsity Simulation,0.8511776574983286,MFF,8,2076.0,0.9148374285717292,0.0525340886401545
02 Sparsity Simulation,0.8511776574983286,MFF,9,2076.0,0.9095531219253228,0.0544993077282192
02 Sparsity Simulation,0.8611487853751665,MFF,0,2175.0,0.9146188196049598,0.0523434504452002
02 Sparsity Simulation,0.8611487853751665,MFF,1,2175.0,0.9038166144950326,0.0521816739040397
02 Sparsity Simulation,0.8611487853751665,MFF,2,2175.0,0.912154365228566,0.0545898677226585
02 Sparsity Simulation,0.8611487853751665,MFF,3,2175.0,0.9036390302224466,0.0527607763154018
02 Sparsity Simulation,0.8611487853751665,MFF,4,2175.0,0.9211491790949335,0.0505196474802415
02 Sparsity Simulation,0.8611487853751665,MFF,5,2175.0,0.9114255718653927,0.0529845319547446
02 Sparsity Simulation,0.8611487853751665,MFF,6,2175.0,0.9131060607709328,0.0510655367476076
02 Sparsity Simulation,0.8611487853751665,MFF,7,2175.0,0.9030756954558627,0.0551790962666199
02 Sparsity Simulation,0.8611487853751665,MFF,8,2175.0,0.9116683243608512,0.0532112138954971
02 Sparsity Simulation,0.8611487853751665,MFF,9,2175.0,0.9051900297681454,0.0555015535882733
02 Sparsity Simulation,0.8707851078354274,MFF,0,2274.0,0.9176708351306362,0.0517699289874824
02 Sparsity Simulation,0.8707851078354274,MFF,1,2274.0,0.9097035333858332,0.0514642666896752
02 Sparsity Simulation,0.8707851078354274,MFF,2,2274.0,0.9188499474926553,0.0525021859467432
02 Sparsity Simulation,0.8707851078354274,MFF,3,2274.0,0.9117163291066472,0.0516803489709111
02 Sparsity Simulation,0.8707851078354274,MFF,4,2274.0,0.9149163134563704,0.0505157676030694
02 Sparsity Simulation,0.8707851078354274,MFF,5,2274.0,0.9116788192832308,0.0518303257347447
02 Sparsity Simulation,0.8707851078354274,MFF,6,2274.0,0.9163722413748296,0.0501660364367052
02 Sparsity Simulation,0.8707851078354274,MFF,7,2274.0,0.9063038627188172,0.0553400534964574
02 Sparsity Simulation,0.8707851078354274,MFF,8,2274.0,0.9193535262816726,0.0520763754872094
02 Sparsity Simulation,0.8707851078354274,MFF,9,2274.0,0.9191700647573092,0.0527106868140553
02 Sparsity Simulation,0.8408432562045345,MFF,0,1977.0,0.904612241342438,0.0563636494007576
02 Sparsity Simulation,0.8408432562045345,MFF,1,1977.0,0.8855094796385748,0.0535750251367499
02 Sparsity Simulation,0.8408432562045345,MFF,2,1977.0,0.9087348566028792,0.0551379848743853
02 Sparsity Simulation,0.8408432562045345,MFF,3,1977.0,0.892788257714058,0.0566165089738393
02 Sparsity Simulation,0.8408432562045345,MFF,4,1977.0,0.908544719259884,0.0521536946861486
02 Sparsity Simulation,0.8408432562045345,MFF,5,1977.0,0.9093743846134228,0.0549474319045164
02 Sparsity Simulation,0.8408432562045345,MFF,6,1977.0,0.9056091797521352,0.0533866419745725
02 Sparsity Simulation,0.8408432562045345,MFF,7,1977.0,0.9140963310832,0.0544363477102926
02 Sparsity Simulation,0.8408432562045345,MFF,8,1977.0,0.9010963573130898,0.0561399032712042
02 Sparsity Simulation,0.8408432562045345,MFF,9,1977.0,0.9047666790466172,0.0559973487253615
02 Sparsity Simulation,0.8890610096427541,MFF,0,2471.0,0.9244123909345292,0.0493711131266542
02 Sparsity Simulation,0.8890610096427541,MFF,1,2471.0,0.9149860629749004,0.049430937708256
02 Sparsity Simulation,0.8890610096427541,MFF,2,2471.0,0.9229758502455908,0.0493289724268422
02 Sparsity Simulation,0.8890610096427541,MFF,3,2471.0,0.9185150572294104,0.0495463409894786
02 Sparsity Simulation,0.8890610096427541,MFF,4,2471.0,0.9267782454389908,0.0481142501946475
02 Sparsity Simulation,0.8890610096427541,MFF,5,2471.0,0.9233112712432032,0.050512464092247
02 Sparsity Simulation,0.8890610096427541,MFF,6,2471.0,0.9191491221079708,0.0496396692541407
02 Sparsity Simulation,0.8890610096427541,MFF,7,2471.0,0.9159480973292846,0.0524102592475366
02 Sparsity Simulation,0.8890610096427541,MFF,8,2471.0,0.9279583801982452,0.0487660342838662
02 Sparsity Simulation,0.8890610096427541,MFF,9,2471.0,0.921893769460877,0.0505594022062309
02 Sparsity Simulation,0.8978352636335626,MFF,0,2570.0,0.9254526559466448,0.0491817227752137
02 Sparsity Simulation,0.8978352636335626,MFF,1,2570.0,0.9188041107641648,0.048655574806484
02 Sparsity Simulation,0.8978352636335626,MFF,2,2570.0,0.9238860676008204,0.0500840706204469
02 Sparsity Simulation,0.8978352636335626,MFF,3,2570.0,0.919588283179718,0.0490495849831223
02 Sparsity Simulation,0.8978352636335626,MFF,4,2570.0,0.9279113115279526,0.0474893247570102
02 Sparsity Simulation,0.8978352636335626,MFF,5,2570.0,0.9209608321971084,0.0507509164498546
02 Sparsity Simulation,0.8978352636335626,MFF,6,2570.0,0.924048930443521,0.0478309558302165
02 Sparsity Simulation,0.8978352636335626,MFF,7,2570.0,0.9127144294577988,0.0530712738828023
02 Sparsity Simulation,0.8978352636335626,MFF,8,2570.0,0.9262713549971278,0.04907661467957
02 Sparsity Simulation,0.8978352636335626,MFF,9,2570.0,0.9198629097586594,0.0504633700350232
02 Sparsity Simulation,0.9063595632881885,MFF,0,2669.0,0.928177616622457,0.0483426731926639
02 Sparsity Simulation,0.9063595632881885,MFF,1,2669.0,0.9205644080229628,0.0479093202807548
02 Sparsity Simulation,0.9063595632881885,MFF,2,2669.0,0.9219071671172748,0.050313896467102
02 Sparsity Simulation,0.9063595632881885,MFF,3,2669.0,0.9216106374466352,0.0478950783746039
02 Sparsity Simulation,0.9063595632881885,MFF,4,2669.0,0.9282050366940175,0.0466777737819291
02 Sparsity Simulation,0.9063595632881885,MFF,5,2669.0,0.9263405316875948,0.0492138438169911
02 Sparsity Simulation,0.9063595632881885,MFF,6,2669.0,0.9261779317468672,0.0472346860500045
02 Sparsity Simulation,0.9063595632881885,MFF,7,2669.0,0.9213498393427249,0.0508423336338898
02 Sparsity Simulation,0.9063595632881885,MFF,8,2669.0,0.927715224626698,0.0482355380418903
02 Sparsity Simulation,0.9063595632881885,MFF,9,2669.0,0.9205187035909504,0.0502735509520616
02 Sparsity Simulation,0.8801117367933934,MFF,0,2373.0,0.9175081020034028,0.0513906309308352
02 Sparsity Simulation,0.8801117367933934,MFF,1,2373.0,0.9112922029207436,0.0500320202882267
02 Sparsity Simulation,0.8801117367933934,MFF,2,2373.0,0.9246876512213972,0.0506457577926475
02 Sparsity Simulation,0.8801117367933934,MFF,3,2373.0,0.9113037655895306,0.0505022189172257
02 Sparsity Simulation,0.8801117367933934,MFF,4,2373.0,0.9191130591863388,0.0499520653344388
02 Sparsity Simulation,0.8801117367933934,MFF,5,2373.0,0.9195357341920468,0.0517391464835447
02 Sparsity Simulation,0.8801117367933934,MFF,6,2373.0,0.920159469555162,0.0492136222739444
02 Sparsity Simulation,0.8801117367933934,MFF,7,2373.0,0.9149189488089112,0.0528673858406739
02 Sparsity Simulation,0.8801117367933934,MFF,8,2373.0,0.9178884837289748,0.050927367581467
02 Sparsity Simulation,0.8801117367933934,MFF,9,2373.0,0.917907269639068,0.0517769684680793
02 Sparsity Simulation,0.9146499173877012,MFF,0,2768.0,0.929092244878202,0.0480562028476001
02 Sparsity Simulation,0.9146499173877012,MFF,1,2768.0,0.9214351873158416,0.047560367976389
02 Sparsity Simulation,0.9146499173877012,MFF,2,2768.0,0.9268481626577384,0.0489771631121275
02 Sparsity Simulation,0.9146499173877012,MFF,3,2768.0,0.9242382739240614,0.0471255038332527
02 Sparsity Simulation,0.9146499173877012,MFF,4,2768.0,0.9313073177260056,0.0461199733725195
02 Sparsity Simulation,0.9146499173877012,MFF,5,2768.0,0.9275064260645536,0.0489113526138623
02 Sparsity Simulation,0.9146499173877012,MFF,6,2768.0,0.929402641984168,0.0460818162998144
02 Sparsity Simulation,0.9146499173877012,MFF,7,2768.0,0.923930539582866,0.05053493269556
02 Sparsity Simulation,0.9146499173877012,MFF,8,2768.0,0.93182602261552,0.0470990044956675
02 Sparsity Simulation,0.9146499173877012,MFF,9,2768.0,0.9254699254721558,0.0489893022169266
02 Sparsity Simulation,0.3967527055239773,OHE,0,98.0,0.4089337837485496,0.1605013519121632
02 Sparsity Simulation,0.3967527055239773,OHE,1,98.0,0.5687305853189216,0.1370154440124187
02 Sparsity Simulation,0.3967527055239773,OHE,2,98.0,0.526310099519399,0.1532272461269318
02 Sparsity Simulation,0.3967527055239773,OHE,3,98.0,0.4639629210894285,0.1527768063212721
02 Sparsity Simulation,0.3967527055239773,OHE,4,98.0,0.4956158070917232,0.1537658635651329
02 Sparsity Simulation,0.3967527055239773,OHE,5,98.0,0.4610440960359082,0.1514246041055567
02 Sparsity Simulation,0.3967527055239773,OHE,6,98.0,0.5198740756870713,0.1525529663299298
02 Sparsity Simulation,0.3967527055239773,OHE,7,98.0,0.3731626081383645,0.1726698394515347
02 Sparsity Simulation,0.3967527055239773,OHE,8,98.0,0.4956857011999813,0.1536464792956675
02 Sparsity Simulation,0.3967527055239773,OHE,9,98.0,0.47555999138028,0.1529010484220795
02 Sparsity Simulation,0.4724218049722276,OHE,0,197.0,0.6211802949438636,0.1271840662624514
02 Sparsity Simulation,0.4724218049722276,OHE,1,197.0,0.6257245765560842,0.123747628866853
02 Sparsity Simulation,0.4724218049722276,OHE,2,197.0,0.6213482381700579,0.1247726060322364
02 Sparsity Simulation,0.4724218049722276,OHE,3,197.0,0.6140536721389819,0.1260894205802002
02 Sparsity Simulation,0.4724218049722276,OHE,4,197.0,0.6600478121217319,0.1261073563873761
02 Sparsity Simulation,0.4724218049722276,OHE,5,197.0,0.6849091027589502,0.11641964215649
02 Sparsity Simulation,0.4724218049722276,OHE,6,197.0,0.6299969511812751,0.1202632740067312
02 Sparsity Simulation,0.4724218049722276,OHE,7,197.0,0.6044158770469479,0.1254138297708144
02 Sparsity Simulation,0.4724218049722276,OHE,8,197.0,0.6592156824159596,0.124082052556638
02 Sparsity Simulation,0.4724218049722276,OHE,9,197.0,0.6741107771902665,0.117550436454706
02 Sparsity Simulation,0.5230416891796623,OHE,0,296.0,0.6215905303617479,0.1268139393504593
02 Sparsity Simulation,0.5230416891796623,OHE,1,296.0,0.6540074597679508,0.1076101857785434
02 Sparsity Simulation,0.5230416891796623,OHE,2,296.0,0.6923602521803109,0.1095671242473347
02 Sparsity Simulation,0.5230416891796623,OHE,3,296.0,0.6725724103396757,0.1106955606533062
02 Sparsity Simulation,0.5230416891796623,OHE,4,296.0,0.6933394561743538,0.1147747900096577
02 Sparsity Simulation,0.5230416891796623,OHE,5,296.0,0.7087940574206752,0.1095173951917921
02 Sparsity Simulation,0.5230416891796623,OHE,6,296.0,0.7231580407180469,0.1066718571097845
02 Sparsity Simulation,0.5230416891796623,OHE,7,296.0,0.7176311289279238,0.1066825589483075
02 Sparsity Simulation,0.5230416891796623,OHE,8,296.0,0.664866132919818,0.1157211559861422
02 Sparsity Simulation,0.5230416891796623,OHE,9,296.0,0.7503130991578328,0.1005444132620388
02 Sparsity Simulation,0.5944907687338387,OHE,0,494.0,0.7502973885636877,0.0970279447557681
02 Sparsity Simulation,0.5944907687338387,OHE,1,494.0,0.7243109177339557,0.0979522366153223
02 Sparsity Simulation,0.5944907687338387,OHE,2,494.0,0.7869090745921724,0.088167827481379
02 Sparsity Simulation,0.5944907687338387,OHE,3,494.0,0.7359576030291199,0.0976076764464248
02 Sparsity Simulation,0.5944907687338387,OHE,4,494.0,0.7748845173974293,0.0925221235233392
02 Sparsity Simulation,0.5944907687338387,OHE,5,494.0,0.7727636536856073,0.0921712661810461
02 Sparsity Simulation,0.5944907687338387,OHE,6,494.0,0.7549656060782066,0.0955407758279956
02 Sparsity Simulation,0.5944907687338387,OHE,7,494.0,0.7204792545516023,0.1025696425119865
02 Sparsity Simulation,0.5944907687338387,OHE,8,494.0,0.7610305024673821,0.0949954045969898
02 Sparsity Simulation,0.5944907687338387,OHE,9,494.0,0.7603185280122028,0.094057469570383
02 Sparsity Simulation,0.622267402978808,OHE,0,593.0,0.7961468261653895,0.0863227178758635
02 Sparsity Simulation,0.622267402978808,OHE,1,593.0,0.7524400880290314,0.0935124200117173
02 Sparsity Simulation,0.622267402978808,OHE,2,593.0,0.7778626072418958,0.0911985693104005
02 Sparsity Simulation,0.622267402978808,OHE,3,593.0,0.7460010664222159,0.0942912358555458
02 Sparsity Simulation,0.622267402978808,OHE,4,593.0,0.7741708189185199,0.091331321974222
02 Sparsity Simulation,0.622267402978808,OHE,5,593.0,0.7878057023621456,0.0870929590663368
02 Sparsity Simulation,0.622267402978808,OHE,6,593.0,0.7711367345899517,0.0900263431135223
02 Sparsity Simulation,0.622267402978808,OHE,7,593.0,0.7633346927765221,0.0978771190601934
02 Sparsity Simulation,0.622267402978808,OHE,8,593.0,0.7743912429597013,0.0922260218799804
02 Sparsity Simulation,0.622267402978808,OHE,9,593.0,0.7569837039194067,0.0938037258696994
02 Sparsity Simulation,0.6467551589965589,OHE,0,692.0,0.7699475188720428,0.089229602151965
02 Sparsity Simulation,0.6467551589965589,OHE,1,692.0,0.7316198828575575,0.0948725452821238
02 Sparsity Simulation,0.6467551589965589,OHE,2,692.0,0.7867344513819837,0.0889519075392403
02 Sparsity Simulation,0.6467551589965589,OHE,3,692.0,0.8083562175757588,0.0818714140113673
02 Sparsity Simulation,0.6467551589965589,OHE,4,692.0,0.7857538567672261,0.0889540336375618
02 Sparsity Simulation,0.6467551589965589,OHE,5,692.0,0.7952982046526725,0.0876380426946202
02 Sparsity Simulation,0.6467551589965589,OHE,6,692.0,0.8062919087281664,0.0865802522100887
02 Sparsity Simulation,0.6467551589965589,OHE,7,692.0,0.7588471165088114,0.0938148768524666
02 Sparsity Simulation,0.6467551589965589,OHE,8,692.0,0.8014736677522645,0.085874731269628
02 Sparsity Simulation,0.6467551589965589,OHE,9,692.0,0.809777130570507,0.086788822830313
02 Sparsity Simulation,0.5621635097293264,OHE,0,395.0,0.6751714986380469,0.1097742161101189
02 Sparsity Simulation,0.5621635097293264,OHE,1,395.0,0.7054985608926896,0.1022980976140633
02 Sparsity Simulation,0.5621635097293264,OHE,2,395.0,0.6976333804740841,0.1077976090427393
02 Sparsity Simulation,0.5621635097293264,OHE,3,395.0,0.7228012702076134,0.0987863019763364
02 Sparsity Simulation,0.5621635097293264,OHE,4,395.0,0.6959855839294284,0.1097295901405492
02 Sparsity Simulation,0.5621635097293264,OHE,5,395.0,0.7242023341393896,0.1031003281379013
02 Sparsity Simulation,0.5621635097293264,OHE,6,395.0,0.7495785959827288,0.0973965387678051
02 Sparsity Simulation,0.5621635097293264,OHE,7,395.0,0.6864241080667954,0.1095419200013665
02 Sparsity Simulation,0.5621635097293264,OHE,8,395.0,0.7435076645474523,0.0988272263318377
02 Sparsity Simulation,0.5621635097293264,OHE,9,395.0,0.7380680657768748,0.1019221522442772
02 Sparsity Simulation,0.6885552885229433,OHE,0,889.0,0.8141264730961439,0.0826375817084812
02 Sparsity Simulation,0.6885552885229433,OHE,1,889.0,0.8131532215360748,0.0816248094939842
02 Sparsity Simulation,0.6885552885229433,OHE,2,889.0,0.8213949110259199,0.0809850073169747
02 Sparsity Simulation,0.6885552885229433,OHE,3,889.0,0.7668141433431436,0.0871772051029102
02 Sparsity Simulation,0.6885552885229433,OHE,4,889.0,0.8022930455872141,0.0838094321695546
02 Sparsity Simulation,0.6885552885229433,OHE,5,889.0,0.8121173842208717,0.0843316232529922
02 Sparsity Simulation,0.6885552885229433,OHE,6,889.0,0.8126323997882976,0.0820284613721745
02 Sparsity Simulation,0.6885552885229433,OHE,7,889.0,0.8080262398320859,0.0843018529079257
02 Sparsity Simulation,0.6885552885229433,OHE,8,889.0,0.8138026412932751,0.0814188598453587
02 Sparsity Simulation,0.6885552885229433,OHE,9,889.0,0.8238095662490614,0.0785914707840372
02 Sparsity Simulation,0.7069726519817182,OHE,0,988.0,0.8327871215286969,0.0798063210564892
02 Sparsity Simulation,0.7069726519817182,OHE,1,988.0,0.7984186177262993,0.0835242962083098
02 Sparsity Simulation,0.7069726519817182,OHE,2,988.0,0.853800155007822,0.0738804383669909
02 Sparsity Simulation,0.7069726519817182,OHE,3,988.0,0.8176840302087525,0.0766082513293933
02 Sparsity Simulation,0.7069726519817182,OHE,4,988.0,0.8292507631989898,0.0794877673673372
02 Sparsity Simulation,0.7069726519817182,OHE,5,988.0,0.8030410470121793,0.0826792883848612
02 Sparsity Simulation,0.7069726519817182,OHE,6,988.0,0.8150603147854711,0.080911915297975
02 Sparsity Simulation,0.7069726519817182,OHE,7,988.0,0.7877823435773461,0.0874146515881224
02 Sparsity Simulation,0.7069726519817182,OHE,8,988.0,0.8357186822337879,0.0774811912773332
02 Sparsity Simulation,0.7069726519817182,OHE,9,988.0,0.8374224366783557,0.0788065180619713
02 Sparsity Simulation,0.724053678138009,OHE,0,1087.0,0.8035979703455238,0.0807968853381788
02 Sparsity Simulation,0.724053678138009,OHE,1,1087.0,0.8292421103189596,0.0774486360578812
02 Sparsity Simulation,0.724053678138009,OHE,2,1087.0,0.8258213305597081,0.0777911888638039
02 Sparsity Simulation,0.724053678138009,OHE,3,1087.0,0.819825363900029,0.0797202057184258
02 Sparsity Simulation,0.724053678138009,OHE,4,1087.0,0.8346481210266806,0.0766257788136193
02 Sparsity Simulation,0.724053678138009,OHE,5,1087.0,0.8059487751518288,0.0827220494322305
02 Sparsity Simulation,0.724053678138009,OHE,6,1087.0,0.8264051318387686,0.0769760231979018
02 Sparsity Simulation,0.724053678138009,OHE,7,1087.0,0.8147725815666476,0.0837545660759042
02 Sparsity Simulation,0.724053678138009,OHE,8,1087.0,0.8349737354705234,0.0774759799774021
02 Sparsity Simulation,0.724053678138009,OHE,9,1087.0,0.8048022895783606,0.083023530326962
02 Sparsity Simulation,0.668740304976422,OHE,0,791.0,0.7874121252812836,0.0882700688534065
02 Sparsity Simulation,0.668740304976422,OHE,1,791.0,0.8029635027182526,0.0798868303478826
02 Sparsity Simulation,0.668740304976422,OHE,2,791.0,0.8126244469580481,0.0830610587323704
02 Sparsity Simulation,0.668740304976422,OHE,3,791.0,0.7757426975513627,0.0875159129530577
02 Sparsity Simulation,0.668740304976422,OHE,4,791.0,0.7771205684545357,0.0887026213026354
02 Sparsity Simulation,0.668740304976422,OHE,5,791.0,0.7675740058854177,0.0903690409787616
02 Sparsity Simulation,0.668740304976422,OHE,6,791.0,0.8215932659753861,0.0807851405862902
02 Sparsity Simulation,0.668740304976422,OHE,7,791.0,0.7960822644456764,0.0862371164304587
02 Sparsity Simulation,0.668740304976422,OHE,8,791.0,0.7849060892243149,0.0874136121720926
02 Sparsity Simulation,0.668740304976422,OHE,9,791.0,0.7875338314184341,0.0874941567474358
02 Sparsity Simulation,0.7549864546778364,OHE,0,1285.0,0.8527687422234044,0.0723313520260583
02 Sparsity Simulation,0.7549864546778364,OHE,1,1285.0,0.8096747958776759,0.0789035813043483
02 Sparsity Simulation,0.7549864546778364,OHE,2,1285.0,0.8359035304368563,0.0755270770070537
02 Sparsity Simulation,0.7549864546778364,OHE,3,1285.0,0.8238943404782563,0.0772988363181818
02 Sparsity Simulation,0.7549864546778364,OHE,4,1285.0,0.8415562458592191,0.0753274202678802
02 Sparsity Simulation,0.7549864546778364,OHE,5,1285.0,0.8331369968469313,0.0763069436704824
02 Sparsity Simulation,0.7549864546778364,OHE,6,1285.0,0.8390878842510834,0.0742450884926526
02 Sparsity Simulation,0.7549864546778364,OHE,7,1285.0,0.8523387009928203,0.0727626353023995
