Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
01a Reference without simulated bias,,BERT,1,2769.0,0.9312040609855776,0.0486732596389897
01a Reference without simulated bias,,BERT,2,2769.0,0.922272715090688,0.0482552026822413
01a Reference without simulated bias,,BERT,3,2769.0,0.9419828770082004,0.0457516404907545
01a Reference without simulated bias,,BERT,4,2769.0,0.9282938557209016,0.0472336865786107
01a Reference without simulated bias,,BERT,5,2769.0,0.9418804696945678,0.0444174499393242
01a Reference without simulated bias,,BERT,6,2769.0,0.9302068822919706,0.0470629025472643
01a Reference without simulated bias,,BERT,7,2769.0,0.9403980824655588,0.0443428501467755
01a Reference without simulated bias,,BERT,8,2769.0,0.9298415658093216,0.0453233990547374
01a Reference without simulated bias,,BERT,9,2769.0,0.9064601103317638,0.0496805546216304
01a Reference without simulated bias,,BERT,0,2769.0,0.9445036173154068,0.0440373222359345
01a Reference without simulated bias,,MFF,1,2769.0,0.9221792567862108,0.0500421389845986
01a Reference without simulated bias,,MFF,2,2769.0,0.9286841264106284,0.0469896235458784
01a Reference without simulated bias,,MFF,3,2769.0,0.9341384277679292,0.0469795026992541
01a Reference without simulated bias,,MFF,4,2769.0,0.9397101188456284,0.0454842085574561
01a Reference without simulated bias,,MFF,5,2769.0,0.9383259505851608,0.0466533310461096
01a Reference without simulated bias,,MFF,6,2769.0,0.9318206570930208,0.0461882101594634
01a Reference without simulated bias,,MFF,7,2769.0,0.9232204762803436,0.0477735225606422
01a Reference without simulated bias,,MFF,8,2769.0,0.927387404649296,0.0462856049156496
01a Reference without simulated bias,,MFF,9,2769.0,0.8749957081803328,0.0518788319606789
01a Reference without simulated bias,,MFF,0,2769.0,0.9363980934132669,0.0462243306347491
01a Reference without simulated bias,,OHE,1,2769.0,0.8908358651242357,0.0609069311958
01a Reference without simulated bias,,OHE,2,2769.0,0.903518421993454,0.0568036530725316
01a Reference without simulated bias,,OHE,3,2769.0,0.9006246365002288,0.0584519578075256
01a Reference without simulated bias,,OHE,4,2769.0,0.9036488783870928,0.0579260998027241
01a Reference without simulated bias,,OHE,5,2769.0,0.9120804524447268,0.0563796443721642
01a Reference without simulated bias,,OHE,6,2769.0,0.8947226067774062,0.058815993456587
01a Reference without simulated bias,,OHE,7,2769.0,0.8997412195209109,0.0567221415202316
01a Reference without simulated bias,,OHE,8,2769.0,0.8933373217443219,0.0595598884403423
01a Reference without simulated bias,,OHE,9,2769.0,0.8387188447873116,0.0675786344729431
01a Reference without simulated bias,,OHE,0,2769.0,0.8922139919364689,0.0596709851119618
01b Control Experiment under Target Shuffling,,BERT,1,2769.0,-0.1332408810432859,0.2422947682534952
01b Control Experiment under Target Shuffling,,BERT,2,2769.0,-0.2657614945342741,0.2514222462300367
01b Control Experiment under Target Shuffling,,BERT,3,2769.0,-0.0371950200171069,0.2293469952311634
01b Control Experiment under Target Shuffling,,BERT,4,2769.0,-0.0512034369998655,0.2300255741875647
01b Control Experiment under Target Shuffling,,BERT,5,2769.0,-0.1807641511244386,0.2479705537763699
01b Control Experiment under Target Shuffling,,BERT,6,2769.0,-0.0183036958206197,0.237484657076935
01b Control Experiment under Target Shuffling,,BERT,7,2769.0,-0.2875889084348659,0.2574304786770345
01b Control Experiment under Target Shuffling,,BERT,8,2769.0,-0.1584675999529878,0.2409696486821089
01b Control Experiment under Target Shuffling,,BERT,9,2769.0,-0.191785965065092,0.2496411056918684
01b Control Experiment under Target Shuffling,,BERT,0,2769.0,-0.105847477639174,0.2492280944280437
01b Control Experiment under Target Shuffling,,MFF,1,2769.0,-0.0971561746461926,0.2433969944073845
01b Control Experiment under Target Shuffling,,MFF,2,2769.0,-0.0834237926906633,0.2410398534331121
01b Control Experiment under Target Shuffling,,MFF,3,2769.0,-0.1065509754247282,0.2487830106769301
01b Control Experiment under Target Shuffling,,MFF,4,2769.0,-0.0935657028306371,0.2403478564703237
01b Control Experiment under Target Shuffling,,MFF,5,2769.0,-0.1114716395351114,0.2410494770658239
01b Control Experiment under Target Shuffling,,MFF,6,2769.0,-0.0662606659753486,0.2391475030437597
01b Control Experiment under Target Shuffling,,MFF,7,2769.0,-0.0966883817019401,0.2410406075089831
01b Control Experiment under Target Shuffling,,MFF,8,2769.0,-0.081522145885639,0.2438920196186567
01b Control Experiment under Target Shuffling,,MFF,9,2769.0,-0.1075265668132945,0.2374364053207841
01b Control Experiment under Target Shuffling,,MFF,0,2769.0,-0.0533343108909669,0.2374646465865668
01b Control Experiment under Target Shuffling,,OHE,1,2769.0,-0.1475253588265177,0.2465934966164301
01b Control Experiment under Target Shuffling,,OHE,2,2769.0,-0.1443025655531133,0.2452042669310835
01b Control Experiment under Target Shuffling,,OHE,3,2769.0,-0.1556496326184837,0.2470374732329796
01b Control Experiment under Target Shuffling,,OHE,4,2769.0,-0.1256537782531006,0.2468935724860697
01b Control Experiment under Target Shuffling,,OHE,5,2769.0,-0.149039314180448,0.2442698521725372
01b Control Experiment under Target Shuffling,,OHE,6,2769.0,-0.097119580720248,0.2421270559865345
01b Control Experiment under Target Shuffling,,OHE,7,2769.0,-0.1295107316304951,0.2412194530175973
01b Control Experiment under Target Shuffling,,OHE,8,2769.0,-0.1086107039744428,0.2424086450941416
01b Control Experiment under Target Shuffling,,OHE,9,2769.0,-0.1390768396027344,0.2428953991289698
01b Control Experiment under Target Shuffling,,OHE,0,2769.0,-0.1545660893864127,0.2454796912874913
01c Control Experiment without consideration of additive,,BERT,1,128.0,0.7522684380429563,0.1117320269939003
01c Control Experiment without consideration of additive,,BERT,2,129.0,0.653745951648687,0.1091953061431275
01c Control Experiment without consideration of additive,,BERT,3,127.0,0.6534323822462242,0.116647083246069
01c Control Experiment without consideration of additive,,BERT,4,133.0,0.6945090441796298,0.1125568905276033
01c Control Experiment without consideration of additive,,BERT,5,119.0,0.5675340437650414,0.1214055959985863
01c Control Experiment without consideration of additive,,BERT,6,129.0,0.4025056434959772,0.1315908900409826
01c Control Experiment without consideration of additive,,BERT,7,127.0,0.5697874215326354,0.1294629691515218
01c Control Experiment without consideration of additive,,BERT,8,131.0,0.6649585617861683,0.1081467936604029
01c Control Experiment without consideration of additive,,BERT,9,118.0,0.7215743562888599,0.1047500788417662
01c Control Experiment without consideration of additive,,BERT,0,130.0,0.7837774478021858,0.0858276028764889
01c Control Experiment without consideration of additive,,MFF,1,128.0,0.923385783157786,0.0566286338708675
01c Control Experiment without consideration of additive,,MFF,2,129.0,0.8107830235101954,0.0745804827935961
01c Control Experiment without consideration of additive,,MFF,3,127.0,0.8811631168137318,0.0612713435434828
01c Control Experiment without consideration of additive,,MFF,4,133.0,0.9485793537845404,0.0450743650124125
01c Control Experiment without consideration of additive,,MFF,5,119.0,0.8630429139401019,0.0610175905216013
01c Control Experiment without consideration of additive,,MFF,6,129.0,0.8388397239666804,0.0670345320949766
01c Control Experiment without consideration of additive,,MFF,7,127.0,0.8401774285441068,0.0683306549877819
01c Control Experiment without consideration of additive,,MFF,8,131.0,0.8397205835981925,0.0676789978096065
01c Control Experiment without consideration of additive,,MFF,9,118.0,0.863590438114423,0.0660933566813217
01c Control Experiment without consideration of additive,,MFF,0,130.0,0.89778862072461,0.0581174534301212
01c Control Experiment without consideration of additive,,OHE,1,128.0,0.9343716889053753,0.0520691573772696
01c Control Experiment without consideration of additive,,OHE,2,129.0,0.7780181681988708,0.0779440016146144
01c Control Experiment without consideration of additive,,OHE,3,127.0,0.8813210692473189,0.065360957536155
01c Control Experiment without consideration of additive,,OHE,4,133.0,0.933089200392344,0.0479208511831257
01c Control Experiment without consideration of additive,,OHE,5,119.0,0.8635088092254374,0.057732837686098
01c Control Experiment without consideration of additive,,OHE,6,129.0,0.8620848278461893,0.0594655453485788
01c Control Experiment without consideration of additive,,OHE,7,127.0,0.8528830297413947,0.0629398384118058
01c Control Experiment without consideration of additive,,OHE,8,131.0,0.8545419179048593,0.0646373491166431
01c Control Experiment without consideration of additive,,OHE,9,118.0,0.9167242147327812,0.0554607931185238
01c Control Experiment without consideration of additive,,OHE,0,130.0,0.8986832885144921,0.0582472942577411
01c Control Experiment without consideration of base,,BERT,1,913.0,0.9150894850396926,0.0607595253988814
01c Control Experiment without consideration of base,,BERT,2,919.0,0.905554226072198,0.0576563848267459
01c Control Experiment without consideration of base,,BERT,3,930.0,0.920162732001276,0.0607066588231887
01c Control Experiment without consideration of base,,BERT,4,916.0,0.9224143572718092,0.0581897075102512
01c Control Experiment without consideration of base,,BERT,5,933.0,0.9338644847093134,0.0512457311131691
01c Control Experiment without consideration of base,,BERT,6,927.0,0.9113565690441844,0.0579239037613769
01c Control Experiment without consideration of base,,BERT,7,937.0,0.9179971580586772,0.0574584839659465
01c Control Experiment without consideration of base,,BERT,8,904.0,0.9248389735776872,0.0548222513589394
01c Control Experiment without consideration of base,,BERT,9,918.0,0.8935374276368541,0.0611173649139386
01c Control Experiment without consideration of base,,BERT,0,932.0,0.9323951964538808,0.0544903489343532
01c Control Experiment without consideration of base,,MFF,1,913.0,0.9423501565299108,0.0517185829411042
01c Control Experiment without consideration of base,,MFF,2,919.0,0.9206006183492008,0.0548346639855238
01c Control Experiment without consideration of base,,MFF,3,930.0,0.9441995389967492,0.0502308470169704
01c Control Experiment without consideration of base,,MFF,4,916.0,0.9400772943014024,0.0499737527564309
01c Control Experiment without consideration of base,,MFF,5,933.0,0.9456740497658976,0.0500656258524653
01c Control Experiment without consideration of base,,MFF,6,927.0,0.9397676472473856,0.048070225783378
01c Control Experiment without consideration of base,,MFF,7,937.0,0.9360367183317518,0.0507474005395029
01c Control Experiment without consideration of base,,MFF,8,904.0,0.9414778492654372,0.0490409785687588
01c Control Experiment without consideration of base,,MFF,9,918.0,0.8994722881908978,0.0565636148403239
01c Control Experiment without consideration of base,,MFF,0,932.0,0.9433834070169532,0.0479652563358496
01c Control Experiment without consideration of base,,OHE,1,913.0,0.9131304945798244,0.0601792811884431
01c Control Experiment without consideration of base,,OHE,2,919.0,0.8821898648795046,0.0649951093085316
01c Control Experiment without consideration of base,,OHE,3,930.0,0.9092523926373982,0.0629156030242891
01c Control Experiment without consideration of base,,OHE,4,916.0,0.8984688613930557,0.0645051018495689
01c Control Experiment without consideration of base,,OHE,5,933.0,0.9009726080284468,0.0635609210025853
01c Control Experiment without consideration of base,,OHE,6,927.0,0.8870380664657672,0.0652633194508382
01c Control Experiment without consideration of base,,OHE,7,937.0,0.8867853870336918,0.0638120584850486
01c Control Experiment without consideration of base,,OHE,8,904.0,0.8930587234785139,0.065690868835718
01c Control Experiment without consideration of base,,OHE,9,918.0,0.8443970726352715,0.0748129025525757
01c Control Experiment without consideration of base,,OHE,0,932.0,0.870163050438853,0.0665041518958358
01c Control Experiment without consideration of ligand,,BERT,1,685.0,0.9274594373690956,0.0529850923754453
01c Control Experiment without consideration of ligand,,BERT,2,705.0,0.8950711298875118,0.0601458612114263
01c Control Experiment without consideration of ligand,,BERT,3,690.0,0.9117106768290788,0.058072294239903
01c Control Experiment without consideration of ligand,,BERT,4,715.0,0.929064934506018,0.0538866781563666
01c Control Experiment without consideration of ligand,,BERT,5,724.0,0.8898302500065577,0.0572917256568371
01c Control Experiment without consideration of ligand,,BERT,6,705.0,0.945815179349248,0.0474181865506651
01c Control Experiment without consideration of ligand,,BERT,7,708.0,0.919056654685473,0.0560634052836183
01c Control Experiment without consideration of ligand,,BERT,8,695.0,0.9456995092705358,0.0478971204951667
01c Control Experiment without consideration of ligand,,BERT,9,692.0,0.8661019061504541,0.0638613878636061
01c Control Experiment without consideration of ligand,,BERT,0,705.0,0.923541162484836,0.0557175027022408
01c Control Experiment without consideration of ligand,,MFF,1,685.0,0.9143760465374272,0.0527274999084747
01c Control Experiment without consideration of ligand,,MFF,2,705.0,0.9179798745324989,0.0518646363375389
01c Control Experiment without consideration of ligand,,MFF,3,690.0,0.930227411016957,0.0508492828364436
01c Control Experiment without consideration of ligand,,MFF,4,715.0,0.941097572583484,0.0443141555542447
01c Control Experiment without consideration of ligand,,MFF,5,724.0,0.9197716321005208,0.0477344966255174
01c Control Experiment without consideration of ligand,,MFF,6,705.0,0.9373257781113384,0.0491845275701788
01c Control Experiment without consideration of ligand,,MFF,7,708.0,0.8963283100204298,0.050875126370299
01c Control Experiment without consideration of ligand,,MFF,8,695.0,0.9450486314822922,0.0443205402208003
01c Control Experiment without consideration of ligand,,MFF,9,692.0,0.9226490477645044,0.0489541963090627
01c Control Experiment without consideration of ligand,,MFF,0,705.0,0.9213898565867028,0.0499053648296651
01c Control Experiment without consideration of ligand,,OHE,1,685.0,0.8321065414203029,0.0786351464968075
01c Control Experiment without consideration of ligand,,OHE,2,705.0,0.8843998301648186,0.062997341164276
01c Control Experiment without consideration of ligand,,OHE,3,690.0,0.8464294241955868,0.0764217206758439
01c Control Experiment without consideration of ligand,,OHE,4,715.0,0.8947027462828154,0.0646452336996384
01c Control Experiment without consideration of ligand,,OHE,5,724.0,0.8905273644468807,0.0662769019322971
01c Control Experiment without consideration of ligand,,OHE,6,705.0,0.8629943321405165,0.0724647455615697
01c Control Experiment without consideration of ligand,,OHE,7,708.0,0.8655329290466464,0.0662978871383082
01c Control Experiment without consideration of ligand,,OHE,8,695.0,0.9019042746015742,0.061228594324208
01c Control Experiment without consideration of ligand,,OHE,9,692.0,0.8636098268629562,0.0736106158548832
01c Control Experiment without consideration of ligand,,OHE,0,705.0,0.8664398926257819,0.0678316760607247
02 Sparsity Simulation,0.3967527055239773,BERT,0,98.0,0.4744902557704113,0.1526616282038165
02 Sparsity Simulation,0.3967527055239773,BERT,1,98.0,0.3255589039956479,0.1673277156666542
02 Sparsity Simulation,0.3967527055239773,BERT,2,98.0,0.404317836172171,0.1601491126256239
02 Sparsity Simulation,0.3967527055239773,BERT,3,98.0,0.4005443681083481,0.162200443962604
02 Sparsity Simulation,0.3967527055239773,BERT,4,98.0,0.2710741858265626,0.1834161612810379
02 Sparsity Simulation,0.3967527055239773,BERT,5,98.0,0.366725745295346,0.1602836040952825
02 Sparsity Simulation,0.3967527055239773,BERT,6,98.0,0.3857699128277785,0.1676791758299285
02 Sparsity Simulation,0.3967527055239773,BERT,7,98.0,0.4053207751620398,0.1700802650863842
02 Sparsity Simulation,0.3967527055239773,BERT,8,98.0,0.3655549075942401,0.1682595214407179
02 Sparsity Simulation,0.3967527055239773,BERT,9,98.0,0.379239142627634,0.1666963302800831
02 Sparsity Simulation,0.4724218049722276,BERT,0,197.0,0.4291469725504104,0.1564983826367716
02 Sparsity Simulation,0.4724218049722276,BERT,1,197.0,0.5975377702641593,0.127294201129508
02 Sparsity Simulation,0.4724218049722276,BERT,2,197.0,0.6205950515482097,0.1213961914959681
02 Sparsity Simulation,0.4724218049722276,BERT,3,197.0,0.5636476567734178,0.1337987199924252
02 Sparsity Simulation,0.4724218049722276,BERT,4,197.0,0.6135963268376888,0.1256951956474246
02 Sparsity Simulation,0.4724218049722276,BERT,5,197.0,0.4547069331902965,0.1583173047072426
02 Sparsity Simulation,0.4724218049722276,BERT,6,197.0,0.5564164236302632,0.1329195888684491
02 Sparsity Simulation,0.4724218049722276,BERT,7,197.0,0.5047883401374552,0.1455621483764014
02 Sparsity Simulation,0.4724218049722276,BERT,8,197.0,0.5270344923456853,0.1450445575799143
02 Sparsity Simulation,0.4724218049722276,BERT,9,197.0,0.6515065927061303,0.1162678241159499
02 Sparsity Simulation,0.5230416891796623,BERT,0,296.0,0.6699900195305948,0.1190018668683479
02 Sparsity Simulation,0.5230416891796623,BERT,1,296.0,0.6608962567755923,0.1120560924448848
02 Sparsity Simulation,0.5230416891796623,BERT,2,296.0,0.7169231219056543,0.1026858521133688
02 Sparsity Simulation,0.5230416891796623,BERT,3,296.0,0.6592663354487214,0.1101892094446154
02 Sparsity Simulation,0.5230416891796623,BERT,4,296.0,0.7380248498283886,0.1022243038231633
02 Sparsity Simulation,0.5230416891796623,BERT,5,296.0,0.7278265689958607,0.1049408586038961
02 Sparsity Simulation,0.5230416891796623,BERT,6,296.0,0.5671871444047656,0.1287970011156243
02 Sparsity Simulation,0.5230416891796623,BERT,7,296.0,0.6676950673462407,0.1150297519097853
02 Sparsity Simulation,0.5230416891796623,BERT,8,296.0,0.7194860871487025,0.1039746549814294
02 Sparsity Simulation,0.5230416891796623,BERT,9,296.0,0.7162680823113279,0.107773413519984
02 Sparsity Simulation,0.5944907687338387,BERT,0,494.0,0.7956316145340641,0.0893383268626502
02 Sparsity Simulation,0.5944907687338387,BERT,1,494.0,0.7863183999497199,0.0841971087664179
02 Sparsity Simulation,0.5944907687338387,BERT,2,494.0,0.8136135539409791,0.0828183015641801
02 Sparsity Simulation,0.5944907687338387,BERT,3,494.0,0.7605398705939703,0.0930690004973215
02 Sparsity Simulation,0.5944907687338387,BERT,4,494.0,0.815563307429032,0.0831417923516308
02 Sparsity Simulation,0.5944907687338387,BERT,5,494.0,0.7708854995157965,0.0914657151816461
02 Sparsity Simulation,0.5944907687338387,BERT,6,494.0,0.7689831032453076,0.091118735721322
02 Sparsity Simulation,0.5944907687338387,BERT,7,494.0,0.7782333438217284,0.0906624239912808
02 Sparsity Simulation,0.5944907687338387,BERT,8,494.0,0.7814824615343124,0.091244381267426
02 Sparsity Simulation,0.5944907687338387,BERT,9,494.0,0.8046202028003601,0.0837745866049768
02 Sparsity Simulation,0.622267402978808,BERT,0,593.0,0.7862146380520925,0.0890369295816619
02 Sparsity Simulation,0.622267402978808,BERT,1,593.0,0.7875582395750318,0.0859839416537623
02 Sparsity Simulation,0.622267402978808,BERT,2,593.0,0.7939839151165513,0.0850862583015863
02 Sparsity Simulation,0.622267402978808,BERT,3,593.0,0.7688699694683316,0.087760359121658
02 Sparsity Simulation,0.622267402978808,BERT,4,593.0,0.7836320910779043,0.0879543619080115
02 Sparsity Simulation,0.622267402978808,BERT,5,593.0,0.786152100671778,0.0874919093160291
02 Sparsity Simulation,0.622267402978808,BERT,6,593.0,0.8073357340616223,0.0840779362795552
02 Sparsity Simulation,0.622267402978808,BERT,7,593.0,0.8230911914685639,0.0813272709664285
02 Sparsity Simulation,0.622267402978808,BERT,8,593.0,0.7898026682343914,0.0879420411813488
02 Sparsity Simulation,0.622267402978808,BERT,9,593.0,0.7992143447499587,0.0858821582608241
02 Sparsity Simulation,0.6467551589965589,BERT,0,692.0,0.8032259097477967,0.0818516996336029
02 Sparsity Simulation,0.6467551589965589,BERT,1,692.0,0.8016992688774212,0.0816735973796476
02 Sparsity Simulation,0.6467551589965589,BERT,2,692.0,0.8386250419053475,0.07703534393405
02 Sparsity Simulation,0.6467551589965589,BERT,3,692.0,0.8094388407050954,0.0788645446646558
02 Sparsity Simulation,0.6467551589965589,BERT,4,692.0,0.8332643472364126,0.0779437167022907
02 Sparsity Simulation,0.6467551589965589,BERT,5,692.0,0.8239512196091132,0.0812110664004814
02 Sparsity Simulation,0.6467551589965589,BERT,6,692.0,0.8198989935477614,0.0778827563252548
02 Sparsity Simulation,0.6467551589965589,BERT,7,692.0,0.8213258799412033,0.0826685563624223
02 Sparsity Simulation,0.6467551589965589,BERT,8,692.0,0.8093660996406704,0.0837005997769547
02 Sparsity Simulation,0.6467551589965589,BERT,9,692.0,0.8130858055575381,0.0824519838897757
02 Sparsity Simulation,0.5621635097293264,BERT,0,395.0,0.6825768863541569,0.1135754412739876
02 Sparsity Simulation,0.5621635097293264,BERT,1,395.0,0.7741669885280129,0.0898957173037765
02 Sparsity Simulation,0.5621635097293264,BERT,2,395.0,0.7869699809484633,0.0894998223483186
02 Sparsity Simulation,0.5621635097293264,BERT,3,395.0,0.7390786539567914,0.0948991614274572
02 Sparsity Simulation,0.5621635097293264,BERT,4,395.0,0.7362876373749216,0.1000979160048551
02 Sparsity Simulation,0.5621635097293264,BERT,5,395.0,0.7686448757607882,0.0953185987949984
02 Sparsity Simulation,0.5621635097293264,BERT,6,395.0,0.7017259715431101,0.1075372462334036
02 Sparsity Simulation,0.5621635097293264,BERT,7,395.0,0.7498624794126533,0.097303978651591
02 Sparsity Simulation,0.5621635097293264,BERT,8,395.0,0.7764440432496023,0.0912795361853935
02 Sparsity Simulation,0.5621635097293264,BERT,9,395.0,0.6330984161688418,0.1179400761521006
02 Sparsity Simulation,0.6885552885229433,BERT,0,889.0,0.8442164226730264,0.0729988258591831
02 Sparsity Simulation,0.6885552885229433,BERT,1,889.0,0.8300397559694053,0.0746026115130832
02 Sparsity Simulation,0.6885552885229433,BERT,2,889.0,0.8437064399056647,0.0743896415651764
02 Sparsity Simulation,0.6885552885229433,BERT,3,889.0,0.8181015601170748,0.0748809739561527
02 Sparsity Simulation,0.6885552885229433,BERT,4,889.0,0.8414614995566888,0.0748569422589916
02 Sparsity Simulation,0.6885552885229433,BERT,5,889.0,0.8457211253676257,0.072064736607386
02 Sparsity Simulation,0.6885552885229433,BERT,6,889.0,0.843808742628759,0.0727596744719968
02 Sparsity Simulation,0.6885552885229433,BERT,7,889.0,0.8454073416382903,0.074767064556253
02 Sparsity Simulation,0.6885552885229433,BERT,8,889.0,0.8436174020766749,0.073133623591381
02 Sparsity Simulation,0.6885552885229433,BERT,9,889.0,0.8414073569270202,0.0768534276695256
02 Sparsity Simulation,0.7069726519817182,BERT,0,988.0,0.8352522885934834,0.0749747472146483
02 Sparsity Simulation,0.7069726519817182,BERT,1,988.0,0.8565305184953549,0.069568019402199
02 Sparsity Simulation,0.7069726519817182,BERT,2,988.0,0.8728197064663787,0.0658473302802378
02 Sparsity Simulation,0.7069726519817182,BERT,3,988.0,0.842110726479769,0.0720400733320345
02 Sparsity Simulation,0.7069726519817182,BERT,4,988.0,0.8477721238355592,0.072564629346526
02 Sparsity Simulation,0.7069726519817182,BERT,5,988.0,0.8612334838939104,0.0687871127598303
02 Sparsity Simulation,0.7069726519817182,BERT,6,988.0,0.8539846347729392,0.0684183695156881
02 Sparsity Simulation,0.7069726519817182,BERT,7,988.0,0.8482603112709053,0.0740797512089923
02 Sparsity Simulation,0.7069726519817182,BERT,8,988.0,0.8542164675130309,0.071197144881449
02 Sparsity Simulation,0.7069726519817182,BERT,9,988.0,0.8632260730852833,0.0711082672728708
02 Sparsity Simulation,0.724053678138009,BERT,0,1087.0,0.8439585553989969,0.0720200536647845
02 Sparsity Simulation,0.724053678138009,BERT,1,1087.0,0.8404212939774516,0.0694291593205156
02 Sparsity Simulation,0.724053678138009,BERT,2,1087.0,0.8637417846854114,0.0662511159805297
02 Sparsity Simulation,0.724053678138009,BERT,3,1087.0,0.8279743518265947,0.0721437827529803
02 Sparsity Simulation,0.724053678138009,BERT,4,1087.0,0.8581183834494147,0.0693149876944566
02 Sparsity Simulation,0.724053678138009,BERT,5,1087.0,0.8556973508735309,0.0712271245491743
02 Sparsity Simulation,0.724053678138009,BERT,6,1087.0,0.8661014699465519,0.0644617945848649
02 Sparsity Simulation,0.724053678138009,BERT,7,1087.0,0.8376215718218927,0.0739411032581194
02 Sparsity Simulation,0.724053678138009,BERT,8,1087.0,0.8467803144138267,0.0730912028094896
02 Sparsity Simulation,0.724053678138009,BERT,9,1087.0,0.8594153831908835,0.07246457971415
02 Sparsity Simulation,0.668740304976422,BERT,0,791.0,0.8243819145455437,0.0782258911897883
02 Sparsity Simulation,0.668740304976422,BERT,1,791.0,0.8241386142660583,0.0759903879689318
02 Sparsity Simulation,0.668740304976422,BERT,2,791.0,0.8506816940093279,0.0702263751249221
02 Sparsity Simulation,0.668740304976422,BERT,3,791.0,0.8091425885853373,0.0773437275266531
02 Sparsity Simulation,0.668740304976422,BERT,4,791.0,0.8310136792687989,0.0761911399280964
02 Sparsity Simulation,0.668740304976422,BERT,5,791.0,0.813580652458243,0.0808187217008016
02 Sparsity Simulation,0.668740304976422,BERT,6,791.0,0.8286769609557711,0.0757858635893493
02 Sparsity Simulation,0.668740304976422,BERT,7,791.0,0.8356653081586957,0.0750180901267797
02 Sparsity Simulation,0.668740304976422,BERT,8,791.0,0.8285795469154736,0.0778871260179477
02 Sparsity Simulation,0.668740304976422,BERT,9,791.0,0.8135442992957403,0.0811097455132891
02 Sparsity Simulation,0.7549864546778364,BERT,0,1285.0,0.8616340970379868,0.0686145657040745
02 Sparsity Simulation,0.7549864546778364,BERT,1,1285.0,0.8343168486727202,0.0701132089499095
02 Sparsity Simulation,0.7549864546778364,BERT,2,1285.0,0.8670139008886897,0.0626724596594719
02 Sparsity Simulation,0.7549864546778364,BERT,3,1285.0,0.8597225598045704,0.0665424340129585
02 Sparsity Simulation,0.7549864546778364,BERT,4,1285.0,0.8549321410435305,0.0661080407517282
02 Sparsity Simulation,0.7549864546778364,BERT,5,1285.0,0.8606760865697958,0.0674722703758841
02 Sparsity Simulation,0.7549864546778364,BERT,6,1285.0,0.8701500931432259,0.0668719506075493
02 Sparsity Simulation,0.7549864546778364,BERT,7,1285.0,0.8648026620319325,0.0658723326547583
02 Sparsity Simulation,0.7549864546778364,BERT,8,1285.0,0.8789922124955359,0.0641966533599342
02 Sparsity Simulation,0.7549864546778364,BERT,9,1285.0,0.8843658514918926,0.0648706460909546
02 Sparsity Simulation,0.7691258367434239,BERT,0,1384.0,0.8778591472341596,0.0653278230970663
02 Sparsity Simulation,0.7691258367434239,BERT,1,1384.0,0.842048649542657,0.0672112527455773
02 Sparsity Simulation,0.7691258367434239,BERT,2,1384.0,0.8607088145010293,0.0653934293289856
02 Sparsity Simulation,0.7691258367434239,BERT,3,1384.0,0.8648892757099973,0.0631556547732959
02 Sparsity Simulation,0.7691258367434239,BERT,4,1384.0,0.8555024021953263,0.068222535955141
02 Sparsity Simulation,0.7691258367434239,BERT,5,1384.0,0.8554978275845986,0.0681751797662982
02 Sparsity Simulation,0.7691258367434239,BERT,6,1384.0,0.8812066920681095,0.0625090214006826
02 Sparsity Simulation,0.7691258367434239,BERT,7,1384.0,0.870344009279493,0.0660171298407986
02 Sparsity Simulation,0.7691258367434239,BERT,8,1384.0,0.8443694812356584,0.070478693456354
02 Sparsity Simulation,0.7691258367434239,BERT,9,1384.0,0.8916328461823622,0.061789380235505
02 Sparsity Simulation,0.7825258010559454,BERT,0,1483.0,0.8730807544824134,0.0666379431397967
02 Sparsity Simulation,0.7825258010559454,BERT,1,1483.0,0.8505188922275597,0.0635804289752526
02 Sparsity Simulation,0.7825258010559454,BERT,2,1483.0,0.8984873886120789,0.0583326612590975
02 Sparsity Simulation,0.7825258010559454,BERT,3,1483.0,0.8607483772278735,0.0623375960709819
02 Sparsity Simulation,0.7825258010559454,BERT,4,1483.0,0.8813816416446822,0.0616908403460818
02 Sparsity Simulation,0.7825258010559454,BERT,5,1483.0,0.865641201062272,0.0659362616750109
02 Sparsity Simulation,0.7825258010559454,BERT,6,1483.0,0.8672705062337327,0.0644064574782997
02 Sparsity Simulation,0.7825258010559454,BERT,7,1483.0,0.8763142342912177,0.0620655070658235
02 Sparsity Simulation,0.7825258010559454,BERT,8,1483.0,0.8853006274964923,0.0604135953620976
02 Sparsity Simulation,0.7825258010559454,BERT,9,1483.0,0.8610557488096232,0.0649287370737227
02 Sparsity Simulation,0.7400048230566639,BERT,0,1186.0,0.8314017658133146,0.0792593661097336
02 Sparsity Simulation,0.7400048230566639,BERT,1,1186.0,0.8446576364098495,0.0688350172208173
02 Sparsity Simulation,0.7400048230566639,BERT,2,1186.0,0.8640375354651658,0.0690163430987875
02 Sparsity Simulation,0.7400048230566639,BERT,3,1186.0,0.8509978980538153,0.0686232695323845
02 Sparsity Simulation,0.7400048230566639,BERT,4,1186.0,0.8655748737170552,0.0672038711964546
02 Sparsity Simulation,0.7400048230566639,BERT,5,1186.0,0.867308591806927,0.0674705376761906
02 Sparsity Simulation,0.7400048230566639,BERT,6,1186.0,0.8684256797650083,0.0652589643135963
02 Sparsity Simulation,0.7400048230566639,BERT,7,1186.0,0.8637548187132101,0.0678749821052324
